"School Number",Latitude,Longitude,Easting,Northing
"6715502",51.572433,-3.751093,278742,187404
"6717006",51.687798,-3.819473,274323,200349
"6717008",51.687798,-3.819473,274323,200349
"6722046",51.595414,-3.478182,297706,189542
"6722051",51.567361,-3.588112,290024,186582
"6722055",51.623819,-3.587699,290189,192860
"6722086",51.551627,-3.579934,290553,184820
"6722090",51.509265,-3.602461,288888,180143
"6722103",51.531633,-3.650766,285592,182705
"6722109",51.527438,-3.565242,291514,182108
"6722117",51.593303,-3.643011,286284,189551
"6722122",51.609804,-3.581462,290587,191292
"6722129",51.60009,-3.64057,286470,190302
"6722146",51.507672,-3.526508,294155,179853
"6722149",51.587151,-3.635398,286796,188855
"6722172",51.619809,-3.662993,284967,192530
"6722178",51.618452,-3.537663,293640,192189
"6722185",51.482375,-3.692307,282584,177293
"6722194",51.483511,-3.706348,281612,177442
"6722220",51.508948,-3.57487,290802,180067
"6722227",51.529662,-3.691913,282733,182551
"6722232",51.610303,-3.65882,285232,191467
"6722256",51.504362,-3.622259,287502,179628
"6722259",51.604573,-3.660228,285120,190832
"6722275",51.577091,-3.56536,291624,187630
"6722279",51.520091,-3.502651,295839,181200
"6722288",51.522309,-3.704166,281864,181753
"6722292",51.511214,-3.598652,289157,180354
"6722296",51.486332,-3.690985,282686,177731
"6722298",51.513189,-3.567636,291314,180527
"6722300",51.513713,-3.590799,289708,180620
"6722301",51.491763,-3.705317,281705,178358
"6722304",51.526027,-3.703414,281926,182166
"6722342",51.541136,-3.599658,289160,183683
"6722358",51.522309,-3.704166,281864,181753
"6722363",51.56822,-3.58908,289959,186679
"6722367",51.503108,-3.601596,288933,179457
"6722368",51.542485,-3.572363,291056,183792
"6722369",51.604802,-3.541736,293326,190677
"6722370",51.528392,-3.496451,296288,182115
"6722371",51.501806,-3.577619,290594,179276
"6722372",51.509139,-3.56388,291565,180071
"6722373",51.633429,-3.65303,285691,194029
"6722374",51.522505,-3.577803,290631,181579
"6722375",51.508647,-3.552176,292376,179999
"6722376",51.533029,-3.681008,283498,182908
"6723013",51.526041,-3.596764,289324,182000
"6723311",51.605972,-3.654559,285516,190978
"6723315",51.535818,-3.596084,289395,183087
"6723322",51.50907,-3.586386,290003,180097
"6723323",51.509171,-3.547309,292715,180051
"6724059",51.527916,-3.678859,283634,182336
"6724068",51.517145,-3.594378,289468,181007
"6724071",51.612088,-3.654075,285565,191658
"6724076",51.519466,-3.50165,295907,181129
"6724078",51.497931,-3.577586,290587,178845
"6724080",51.480175,-3.710645,281305,177078
"6724085",51.584456,-3.630639,287119,188548
"6724086",51.546667,-3.586987,290052,184279
"6724601",51.507939,-3.558119,291962,179929
"6727003",51.498781,-3.574532,290801,178935
"6727012",51.552037,-3.567457,291419,184847
"6731011",51.44222,-3.190281,317370,172141
"6731013",51.43865,-3.178765,318164,171731
"6732109",51.441721,-3.171928,318645,172065
"6732111",51.395207,-3.274275,311442,167011
"6732114",51.442925,-3.188176,317518,172217
"6732115",51.421374,-3.276757,311320,169924
"6732117",51.440087,-3.185109,317726,171898
"6732118",51.404055,-3.275196,311395,167996
"6732120",51.402617,-3.278405,311169,167840
"6732122",51.407117,-3.262255,312301,168321
"6732124",51.41126,-3.26247,312294,168782
"6732126",51.4242,-3.365148,305180,170349
"6732127",51.434533,-3.435778,300292,171592
"6732128",51.489689,-3.485,296995,177794
"6732131",51.417356,-3.239816,313881,169433
"6732133",51.388997,-3.351841,306033,166417
"6732136",51.405258,-3.216111,315507,168060
"6732138",51.436959,-3.180525,318039,171545
"6732144",51.40188,-3.412989,301806,167930
"6732146",51.409502,-3.484586,296843,168876
"6732148",51.429772,-3.182564,317884,170748
"6732149",51.449058,-3.196034,316983,172908
"6732151",51.460131,-3.44624,299621,174453
"6732152",51.441135,-3.196172,316959,172027
"6732156",51.402617,-3.278405,311169,167840
"6732163",51.416742,-3.267741,311938,169398
"6732165",51.458694,-3.443863,299783,174290
"6732178",51.404638,-3.277729,311220,168064
"6732179",51.416742,-3.267741,311938,169398
"6732181",51.414868,-3.249728,313187,169168
"6732182",51.399777,-3.287206,310551,167535
"6732184",51.405208,-3.477143,297351,168388
"6732185",51.437022,-3.20966,316014,171585
"6732186",51.405208,-3.477143,297351,168388
"6733037",51.462111,-3.310758,309037,174496
"6733047",51.48061,-3.320174,308420,176565
"6733057",51.447924,-3.2647,312209,172862
"6733320",51.462168,-3.592892,289438,174891
"6733321",51.438238,-3.550119,292353,172166
"6733363",51.475711,-3.359357,305689,176070
"6733364",51.432422,-3.232624,314409,171100
"6733365",51.499203,-3.426327,301089,178771
"6733367",51.471425,-3.526364,294081,175822
"6733368",51.431074,-3.198686,316766,170911
"6733372",51.408209,-3.289916,310379,168476
"6733373",51.408019,-3.266133,312033,168426
"6734060",51.405208,-3.477143,297351,168388
"6734065",51.463358,-3.437575,300230,174800
"6734067",51.437869,-3.19636,316940,171664
"6734068",51.415211,-3.287816,310539,169252
"6734069",51.424678,-3.267284,311985,170280
"6734612",51.423348,-3.239489,313915,170099
"6735400",51.433432,-3.182578,317890,171155
"6735500",51.41321,-3.286595,310620,169028
"6737024",51.437161,-3.197905,316831,171587
"6742044",51.763575,-3.521894,295068,208306
"6742045",51.696877,-3.425228,301594,200753
"6742052",51.619424,-3.435295,300729,192153
"6742053",51.719695,-3.43511,300961,203304
"6742060",51.620833,-3.319097,308776,192158
"6742061",51.538111,-3.464341,298537,183150
"6742066",51.605971,-3.334075,307709,190524
"6742069",51.646818,-3.468392,298499,195245
"6742070",51.704091,-3.436092,300859,201570
"6742072",51.605688,-3.342283,307140,190503
"6742077",51.685162,-3.37611,304964,199385
"6742079",51.571436,-3.425829,301280,186804
"6742083",51.532678,-3.455084,299167,182533
"6742084",51.690495,-3.415421,302258,200030
"6742093",51.712188,-3.448898,299992,202488
"6742102",51.546482,-3.271618,311919,183831
"6742104",51.579473,-3.306801,309545,187543
"6742112",51.660358,-3.450001,299801,196726
"6742118",51.565445,-3.321346,308509,186001
"6742119",51.645862,-3.476541,297933,195150
"6742124",51.544376,-3.378419,304509,183731
"6742127",51.609085,-3.38126,304448,190931
"6742130",51.598408,-3.350601,306549,189704
"6742134",51.719597,-3.474552,298236,203348
"6742137",51.59575,-3.326686,308200,189378
"6742142",51.541223,-3.442436,300063,183466
"6742143",51.62725,-3.459886,299044,193057
"6742144",51.678996,-3.381998,304544,198707
"6742151",51.512676,-3.434156,300575,180280
"6742160",51.521333,-3.391241,303571,181186
"6742161",51.654269,-3.517407,295125,196143
"6742167",51.74294,-3.56118,292308,206068
"6742170",51.735591,-3.507748,295980,205173
"6742180",51.734846,-3.45918,299332,205022
"6742182",51.609132,-3.334427,307691,190876
"6742192",51.674356,-3.370533,305327,198176
"6742196",51.639155,-3.452609,299574,194371
"6742199",51.605074,-3.356575,306149,190453
"6742200",51.638339,-3.434472,300827,194256
"6742206",51.636671,-3.359758,305994,193971
"6742216",51.612483,-3.325138,308341,191237
"6742218",51.66698,-3.366519,305589,197351
"6742221",51.586764,-3.308639,309432,188357
"6742222",51.648494,-3.490228,296992,195462
"6742225",51.621624,-3.329478,308059,192259
"6742228",51.555799,-3.358152,305938,184975
"6742229",51.644817,-3.485931,297281,195047
"6742235",51.71657,-3.46968,298566,203004
"6742243",51.62044,-3.448049,299848,192284
"6742244",51.684655,-3.394683,303679,199353
"6742247",51.621724,-3.342828,307135,192287
"6742250",51.565568,-3.32233,308441,186016
"6742251",51.661302,-3.506162,295919,196909
"6742258",51.599186,-3.436068,300631,189904
"6742263",51.556838,-3.33255,307715,185058
"6742264",51.647636,-3.431315,301066,195285
"6742269",51.58367,-3.41995,301714,188156
"6742272",51.584626,-3.426704,301248,188272
"6742276",51.534902,-3.374255,304778,182672
"6742284",51.61175,-3.398426,303265,191250
"6742287",51.666814,-3.521499,294871,197544
"6742306",51.536178,-3.386621,303923,182830
"6742351",51.52616,-3.37983,304373,181707
"6742356",51.646212,-3.467953,298528,195177
"6742359",51.558606,-3.359548,305847,185289
"6742361",51.658382,-3.450274,299778,196506
"6742362",51.602688,-3.346772,306823,190175
"6742364",51.649128,-3.324038,308491,195311
"6742365",51.642198,-3.484281,297389,194754
"6742367",51.674644,-3.376645,304905,198216
"6742369",51.683329,-3.550651,292894,199423
"6742370",51.582647,-3.468703,298334,188109
"6742371",51.669741,-3.527368,294472,197878
"6742372",51.731642,-3.481016,297817,204696
"6742373",51.644228,-3.440125,300449,194918
"6742374",51.554021,-3.349329,306546,184766
"6742375",51.569769,-3.315829,308900,186475
"6742376",51.669719,-3.362627,305864,197650
"6742378",51.622483,-3.408478,302592,192457
"6742380",51.626895,-3.477428,297829,193042
"6742381",51.720772,-3.457521,299415,203455
"6742382",51.669699,-3.479399,297789,197805
"6742383",51.709173,-3.415961,302261,202108
"6742384",51.659669,-3.345193,307049,196510
"6742385",51.646531,-3.329048,308139,195029
"6742386",51.607061,-3.41151,302349,190746
"6742387",51.685636,-3.45103,299786,199538
"6743309",51.67976,-3.37518,305017,198783
"6743312",51.589883,-3.323888,308382,188722
"6743313",51.619233,-3.453027,299501,192156
"6743314",51.711118,-3.453249,299689,202375
"6743317",51.709405,-3.440486,300567,202167
"6743319",51.703044,-3.413104,302445,201423
"6744019",51.559688,-3.357705,305977,185407
"6744022",51.624532,-3.321964,308585,192573
"6744027",51.579473,-3.306801,309545,187543
"6744053",51.688273,-3.389832,304022,199749
"6744054",51.565649,-3.32392,308331,186027
"6744081",51.658981,-3.511131,295570,196658
"6744083",51.669127,-3.47267,298253,197732
"6744096",51.530419,-3.384644,304048,182187
"6744097",51.607061,-3.41151,302349,190746
"6744105",51.734528,-3.493115,296988,205034
"6744106",51.712021,-3.43614,300873,202452
"6744602",51.583119,-3.301565,309915,187942
"6744604",51.715356,-3.458857,299311,202854
"6745500",51.511591,-3.437566,300336,180164
"6745501",51.616771,-3.418355,301896,191835
"6745502",51.615782,-3.455762,299304,191776
"6745503",51.581712,-3.441135,300242,187967
"6747006",51.722756,-3.470431,298528,203693
"6747008",51.721205,-3.461434,299146,203508
"6747011",51.642896,-3.462036,298930,194800
"6747015",51.568293,-3.307043,309506,186300
"6752000",51.723204,-3.361615,306045,203597
"6752002",51.753616,-3.38755,304318,207013
"6752006",51.743095,-3.378924,304891,205832
"6752010",51.762145,-3.36338,306004,207930
"6752015",51.770768,-3.356379,306505,208880
"6752020",51.754288,-3.373213,305309,207069
"6752022",51.744228,-3.405063,303089,205992
"6752039",51.695888,-3.34443,307176,200537
"6752042",51.747298,-3.363498,305965,206279
"6752054",51.704042,-3.31758,309048,201410
"6752231",51.668269,-3.294849,310548,197404
"6752330",51.762407,-3.401469,303376,208009
"6752346",51.688868,-3.341777,307345,199753
"6752351",51.753842,-3.402272,303302,207058
"6752352",51.744706,-3.366056,305783,205994
"6752353",51.663195,-3.320948,308733,196872
"6752354",51.714136,-3.346835,307047,202570
"6752355",51.762368,-3.346317,307182,207933
"6752356",51.760599,-3.383301,304626,207784
"6753300",51.760548,-3.360695,306186,207749
"6753306",51.743095,-3.378924,304891,205832
"6753307",51.759738,-3.383086,304639,207688
"6754011",51.709429,-3.345251,307147,202044
"6754012",51.767102,-3.38005,304864,208503
"6754013",51.748944,-3.370443,305489,206471
"6754600",51.75682,-3.372,305398,207349
"6757013",51.724882,-3.357293,306347,203778
"6762058",51.668925,-3.223233,315502,197391
"6762061",51.658043,-3.219065,315770,196176
"6762071",51.60073,-3.231271,314818,189817
"6762078",51.703553,-3.207438,316658,201224
"6762081",51.597441,-3.268883,312207,189495
"6762084",51.660931,-3.193524,317542,196468
"6762086",51.657242,-3.184044,318191,196047
"6762089",51.708468,-3.266633,312577,201840
"6762093",51.676809,-3.143061,321060,198178
"6762095",51.659082,-3.161843,319730,196227
"6762097",51.658437,-3.235842,314610,196240
"6762098",51.670403,-3.142538,321085,197465
"6762100",51.634688,-3.129488,321926,193479
"6762103",51.619174,-3.125246,322193,191749
"6762105",51.608606,-3.10276,323732,190550
"6762108",51.743824,-3.294679,310709,205806
"6762121",51.676984,-3.227297,315236,198292
"6762140",51.581657,-3.24066,314132,187706
"6762145",51.581657,-3.24066,314132,187706
"6762148",51.650158,-3.232802,314805,195315
"6762158",51.650836,-3.281938,311407,195449
"6762171",51.650077,-3.291312,310757,195376
"6762193",51.576425,-3.163298,319483,187036
"6762197",51.610285,-3.279365,311506,190936
"6762207",51.671346,-3.134261,321659,197561
"6762224",51.663324,-3.229097,315086,196775
"6762227",51.604199,-3.090408,324580,190047
"6762252",51.587652,-3.241748,314068,188374
"6762256",51.650183,-3.202579,316896,195283
"6762262",51.599754,-3.274492,311823,189759
"6762264",51.65475,-3.132184,321774,195713
"6762278",51.665423,-3.257682,313113,197042
"6762282",51.582131,-3.219443,315603,187734
"6762285",51.678809,-3.227303,315239,198495
"6762296",51.624131,-3.185248,318048,192366
"6762307",51.766834,-3.290145,311067,208360
"6762309",51.759203,-3.286107,311331,207506
"6762310",51.755085,-3.278688,311835,207039
"6762313",51.668925,-3.223233,315502,197391
"6762316",51.72424,-3.240507,314412,203563
"6762322",51.643311,-3.222832,315482,194542
"6762323",51.591271,-3.198958,317039,188727
"6762326",51.595946,-3.143094,320917,189185
"6762328",51.593283,-3.168853,319128,188917
"6762335",51.593474,-3.199853,316981,188973
"6762338",51.580232,-3.246929,313695,187555
"6762339",51.615304,-3.225199,315266,191430
"6762347",51.600315,-3.269194,312191,189815
"6762368",51.641478,-3.239012,314359,194357
"6762370",51.619404,-3.180488,318369,191835
"6762373",51.648052,-3.132301,321754,194969
"6762374",51.574702,-3.224785,315219,186914
"6762376",51.570672,-3.241155,314077,186485
"6762377",51.672343,-3.212025,316283,197759
"6762378",51.655563,-3.201435,316985,195880
"6762379",51.666941,-3.202835,316909,197147
"6762380",51.665393,-3.245304,313969,197024
"6762381",51.686924,-3.233758,314808,199405
"6762382",51.69355,-3.225498,315391,200133
"6762383",51.698307,-3.147784,320771,200574
"6762384",51.610844,-3.091333,324527,190787
"6762385",51.592037,-3.184629,318033,188796
"6762386",51.574505,-3.215212,315882,186881
"6762387",51.717797,-3.235872,314720,202841
"6762388",51.68942,-3.21946,315801,199666
"6762389",51.582467,-3.226841,315091,187780
"6762390",51.581754,-3.201243,316863,187672
"6762391",51.692023,-3.231119,315000,199969
"6762392",51.678952,-3.17466,318879,198451
"6762393",51.642535,-3.238564,314392,194474
"6762394",51.679683,-3.178801,318594,198537
"6762395",51.655534,-3.243964,314043,195926
"6763310",51.580213,-3.203141,316729,187502
"6764031",51.664882,-3.140817,321194,196850
"6764046",51.670931,-3.205717,316717,197594
"6764065",51.581657,-3.24066,314132,187706
"6764068",51.605695,-3.070516,325960,190193
"6764070",51.569185,-3.220929,315476,186296
"6764073",51.688348,-3.244531,314066,199576
"6764075",51.67296,-3.224282,315437,197841
"6764077",51.640582,-3.234436,314674,194252
"6764093",51.590609,-3.191506,317554,188645
"6764103",51.660656,-3.215955,315990,196463
"6764104",51.684601,-3.177346,318703,199083
"6765500",51.745193,-3.273903,312146,205933
"6767011",51.638252,-3.237104,314485,193996
"6772067",51.786004,-3.259816,313197,210455
"6772070",51.783556,-3.249536,313901,210171
"6772072",51.78019,-3.249434,313902,209796
"6772074",51.766678,-3.23554,314835,208277
"6772179",51.68292,-3.126906,322188,198841
"6772253",51.743726,-3.186777,318158,205669
"6772277",51.796162,-3.19902,317409,211514
"6772278",51.781335,-3.213935,316353,209882
"6772306",51.795992,-3.171775,319288,211465
"6772307",51.7763,-3.169092,319437,209272
"6772309",51.79208,-3.212194,316493,211075
"6772310",51.800222,-3.22297,315765,211993
"6772311",51.767063,-3.154339,320439,208228
"6772312",51.699462,-3.134313,321704,200688
"6772313",51.777004,-3.163855,319800,209344
"6773308",51.797188,-3.172176,319262,211598
"6773309",51.802071,-3.172129,319274,212141
"6773315",51.778743,-3.22452,315618,209606
"6773316",51.785031,-3.258295,313300,210345
"6774061",51.766002,-3.241666,314411,208209
"6775401",51.805711,-3.166813,319647,212540
"6775500",51.77391,-3.202373,317137,209043
"6775501",51.734873,-3.133528,321819,204626
"6777011",51.721017,-3.129467,322076,203080
"6777012",51.782534,-3.20706,316830,210008
"6782203",51.648321,-3.006855,330434,194871
"6782204",51.658514,-3.023865,329273,196021
"6782205",51.635046,-3.007565,330365,193396
"6782211",51.661309,-3.035321,328485,196343
"6782249",51.649986,-3.054106,327168,195103
"6782298",51.711139,-3.063539,326614,201913
"6782308",51.705564,-3.045608,327844,201275
"6782312",51.645266,-3.035533,328445,194559
"6782315",51.737492,-3.066605,326445,204847
"6782318",51.746694,-3.064301,326619,205868
"6782319",51.662217,-3.047486,327645,196456
"6782320",51.692606,-3.002412,330809,199792
"6782321",51.683651,-3.025242,329217,198818
"6782322",51.709447,-3.034892,328591,201697
"6782323",51.647443,-3.040866,328080,194807
"6782324",51.641101,-3.044203,327839,194105
"6782325",51.66274,-3.01037,330213,196478
"6782326",51.642359,-3.038921,328206,194239
"6782327",51.684925,-3.025517,329200,198960
"6783028",51.773241,-3.078035,325715,208835
"6783321",51.648804,-3.022736,329336,194940
"6783324",51.663033,-3.019391,329590,196520
"6783330",51.642115,-3.05818,326873,194231
"6783331",51.70465,-3.047236,327730,201175
"6783332",51.631558,-2.977622,332432,192980
"6784051",51.654701,-3.006201,330489,195580
"6784070",51.72856,-3.059039,326953,203846
"6784072",51.696517,-3.037673,328378,200261
"6784075",51.715029,-3.036837,328465,202320
"6784076",51.647732,-3.051387,327352,194849
"6784603",51.702827,-3.038873,328305,200964
"6787012",51.653453,-3.005371,330545,195441
"6792057",51.83055,-3.09303,324776,215224
"6792134",51.735642,-2.982887,332223,204560
"6792163",51.580301,-2.821964,343141,187146
"6792164",51.586473,-2.783455,345817,187804
"6792228",51.632256,-2.676599,353267,192821
"6792243",51.886292,-2.971961,333201,221305
"6792246",51.625376,-2.670646,353672,192053
"6792261",51.58678,-2.75287,347936,187815
"6792263",51.733854,-2.686645,352678,204128
"6792299",51.643397,-2.752021,348060,194112
"6792301",51.745366,-2.724986,350043,205434
"6792303",51.643309,-2.67925,353095,194052
"6792304",51.813443,-2.726488,350015,213006
"6792305",51.874196,-2.864078,340610,219867
"6792317",51.834227,-3.009009,330571,215549
"6792318",51.596556,-2.758114,347584,188906
"6792319",51.827723,-3.026973,329323,214843
"6792320",51.835193,-3.014778,330175,215662
"6792321",51.806795,-2.69953,351866,212248
"6792322",51.592539,-2.7494,348183,188453
"6792323",51.81163,-3.029871,329098,213056
"6792324",51.59346,-2.758654,347543,188563
"6793004",51.839275,-3.008497,330614,216110
"6793022",51.705418,-2.899547,337937,201125
"6793031",51.763483,-2.851065,341362,207542
"6793032",51.817993,-2.716246,350726,213505
"6793310",51.579139,-2.83001,342582,187024
"6793317",51.825864,-3.021547,329694,214631
"6793326",51.636696,-2.678428,353145,193316
"6793327",51.591315,-2.726702,349754,188301
"6794060",51.814968,-2.70938,351196,213164
"6794064",51.83166,-3.017862,329957,215272
"6794065",51.642524,-2.6797,353063,193965
"6794066",51.589525,-2.75114,348059,188120
"6797006",51.630149,-2.695523,351955,192599
"6801001",51.602675,-3.00944,330185,189797
"6801005",51.592638,-2.984344,331908,188657
"6802003",51.58522,-3.009703,330140,187856
"6802004",51.598815,-2.99714,331031,189356
"6802009",51.588954,-2.972212,332743,188237
"6802017",51.56766,-3.010641,330048,185904
"6802019",51.587953,-2.988911,331585,188141
"6802022",51.616909,-3.012572,329990,191383
"6802027",51.584544,-2.997289,330999,187769
"6802030",51.586752,-2.959968,333588,187980
"6802039",51.582807,-3.027705,328889,187605
"6802043",51.616713,-3.007137,330366,191356
"6802209",51.612874,-2.890329,338448,190825
"6802224",51.594257,-2.89317,338226,188756
"6802236",51.5402,-3.076332,325450,182915
"6802258",51.595319,-3.049498,327399,189018
"6802276",51.586514,-3.049728,327369,188039
"6802295",51.586163,-3.040727,327992,187991
"6802300",51.575474,-3.061509,326535,186823
"6802302",51.577435,-2.994796,331161,186976
"6802314",51.584638,-2.935704,335266,187724
"6802315",51.585378,-2.95317,334057,187821
"6802316",51.588477,-2.937934,335117,188152
"6802317",51.611396,-3.018862,329546,190776
"6802318",51.608821,-3.034762,328441,190505
"6802319",51.602032,-2.982483,332051,189700
"6802320",51.610957,-3.0167,329695,190725
"6802321",51.578776,-2.956812,333795,187090
"6802322",51.600675,-2.965026,333258,189533
"6802323",51.60676,-2.999624,330871,190242
"6802324",51.615716,-2.969664,332959,191211
"6802325",51.581749,-2.970563,332847,187434
"6802326",51.576158,-3.018867,329491,186857
"6802327",51.563294,-3.016517,329634,185425
"6802328",51.58373,-3.058677,326745,187739
"6802329",51.59602,-2.929303,335726,188984
"6803002",51.610109,-3.000484,330817,190616
"6803300",51.569883,-3.020877,329342,186162
"6803301",51.592968,-2.980295,332189,188690
"6803302",51.5915,-2.999867,330831,188546
"6803304",51.574325,-2.993631,331237,186630
"6803305",51.583707,-2.967265,333078,187648
"6803306",51.592089,-2.937171,335175,188553
"6803313",51.610726,-2.956416,333869,190643
"6804003",51.601079,-2.97699,332430,189589
"6804020",51.558293,-3.012438,329909,184864
"6804021",51.586316,-2.932693,335477,187907
"6804025",51.606881,-3.014862,329816,190270
"6804026",51.571601,-2.954469,333947,186290
"6804030",51.574423,-3.043374,327790,186688
"6804059",51.611644,-2.958824,333704,190748
"6804060",51.60676,-2.999624,330871,190242
"6804602",51.557106,-3.023865,329115,184743
"6807002",51.56766,-3.010641,330048,185904
"6807004",51.578259,-3.015356,329738,187088
"6811003",51.464062,-3.179555,318155,174558
"6811017",51.486896,-3.140119,320934,177054
"6811018",51.470235,-3.268676,311976,175348
"6812001",51.482632,-3.231879,314555,176683
"6812003",51.483801,-3.160463,319516,176732
"6812005",51.493497,-3.167465,319047,177818
"6812007",51.502091,-3.185565,317806,178794
"6812009",51.485251,-3.1428,320745,176874
"6812011",51.510568,-3.201722,316700,179755
"6812015",51.476252,-3.236545,314219,175979
"6812017",51.488017,-3.243921,313729,177296
"6812019",51.500465,-3.216973,315623,178649
"6812031",51.478345,-3.200414,316732,176170
"6812033",51.481815,-3.213639,315820,176571
"6812037",51.480027,-3.145593,320542,176296
"6812039",51.483483,-3.207923,316220,176750
"6812041",51.522093,-3.178949,318301,181011
"6812043",51.497661,-3.169185,318935,178283
"6812045",51.509312,-3.122436,322200,179528
"6812050",51.490006,-3.154931,319911,177416
"6812052",51.519191,-3.189367,317573,180700
"6812061",51.497453,-3.240965,313952,178342
"6812065",51.517193,-3.127631,321853,180410
"6812069",51.52307,-3.117686,322553,181053
"6812072",51.527621,-3.183758,317977,181632
"6812074",51.513204,-3.167724,319064,180010
"6812075",51.494511,-3.255536,312935,178032
"6812084",51.463627,-3.168214,318942,174497
"6812090",51.530426,-3.20918,316219,181972
"6812092",51.524142,-3.21599,315735,181281
"6812094",51.508333,-3.151058,320212,179450
"6812096",51.516408,-3.157458,319782,180355
"6812101",51.470407,-3.194044,317160,175280
"6812104",51.521171,-3.234403,314452,180972
"6812107",51.523606,-3.142304,320846,181139
"6812111",51.546855,-3.2762,311602,183878
"6812132",51.51859,-3.257404,312851,180712
"6812137",51.531367,-3.250624,313346,182125
"6812147",51.542261,-3.175375,318585,183250
"6812153",51.521975,-3.261245,312591,181094
"6812164",51.524309,-3.109428,323128,181182
"6812166",51.514081,-3.217711,315597,180164
"6812169",51.531576,-3.200502,316823,182090
"6812170",51.494511,-3.255536,312935,178032
"6812171",51.5106,-3.135364,321305,179685
"6812173",51.480269,-3.217927,315519,176404
"6812174",51.522081,-3.090045,324469,180914
"6812175",51.528357,-3.300156,309904,181851
"6812176",51.543115,-3.19325,317347,183365
"6812177",51.499125,-3.229068,314781,178514
"6812179",51.518952,-3.097695,323933,180574
"6812180",51.500575,-3.18966,317519,178630
"6812305",51.526783,-3.328947,307904,181711
"6812306",51.475245,-3.20723,316253,175833
"6812308",51.508897,-3.148579,320385,179510
"6812309",51.497607,-3.183518,317940,178293
"6812310",51.526026,-3.129204,321759,181394
"6812311",51.465859,-3.183243,317902,174762
"6812312",51.48442,-3.241399,313897,176893
"6812313",51.479951,-3.146872,320453,176289
"6812314",51.516657,-3.109429,323115,180331
"6812315",51.469278,-3.257357,312760,175228
"6812317",51.505093,-3.128312,321785,179065
"6812318",51.478605,-3.252075,313145,176259
"6812319",51.482687,-3.199636,316794,176652
"6812320",51.506499,-3.23075,314678,179336
"6812321",51.503214,-3.238841,314110,178981
"6812322",51.473067,-3.257879,312731,175650
"6812323",51.523606,-3.142304,320846,181139
"6812324",51.514575,-3.109854,323082,180100
"6812325",51.500465,-3.216973,315623,178649
"6812326",51.495416,-3.160672,319522,178024
"6812327",51.471324,-3.257721,312739,175456
"6812328",51.524621,-3.153568,320066,181265
"6812329",51.508712,-3.221213,315344,179571
"6812330",51.536691,-3.140349,321004,182592
"6812331",51.50047,-3.149678,320294,178574
"6812332",51.462369,-3.175374,318442,174365
"6813000",51.52307,-3.117686,322553,181053
"6813321",51.486896,-3.140119,320934,177054
"6813323",51.472422,-3.167258,319024,175474
"6813328",51.503124,-3.197219,316999,178922
"6813330",51.483528,-3.198341,316885,176744
"6813332",51.470047,-3.188837,317521,175234
"6813334",51.487162,-3.161528,319448,177107
"6813336",51.526148,-3.126852,321922,181405
"6813341",51.497607,-3.183518,317940,178293
"6813343",51.464335,-3.185435,317747,174595
"6813344",51.484242,-3.164925,319207,176786
"6813346",51.492248,-3.222069,315254,177741
"6813351",51.533127,-3.18418,317958,182244
"6813353",51.51463,-3.106008,323349,180102
"6813354",51.494555,-3.256444,312872,178038
"6813355",51.4739,-3.173185,318615,175645
"6813357",51.509204,-3.157578,319761,179554
"6813366",51.473707,-3.271868,311761,175738
"6813370",51.526197,-3.143998,320733,181429
"6813371",51.522049,-3.146171,320575,180970
"6813373",51.527141,-3.101842,323659,181489
"6813374",51.517285,-3.149684,320323,180444
"6813375",51.478191,-3.256297,312851,176218
"6814039",51.517811,-3.174602,318595,180530
"6814041",51.484261,-3.13736,321121,176758
"6814042",51.476238,-3.21208,315918,175949
"6814049",51.49152,-3.2375,314181,177678
"6814051",51.532049,-3.187583,317720,182128
"6814054",51.498691,-3.191916,317359,178423
"6814070",51.509032,-3.247174,313543,179637
"6814071",51.502108,-3.226742,314948,178843
"6814072",51.49603,-3.247164,313519,178191
"6814074",51.504186,-3.158575,319683,178997
"6814075",51.470235,-3.268676,311976,175348
"6814076",51.51526,-3.11823,322502,180185
"6814600",51.517632,-3.114699,322751,180445
"6814607",51.469278,-3.257357,312760,175228
"6814608",51.495308,-3.230377,314683,178091
"6814609",51.51482,-3.144275,320694,180164
"6814611",51.533619,-3.161009,319566,182273
"6815403",51.513412,-3.223227,315213,180096
"6817001",51.527785,-3.220253,315446,181691
"6817005",51.531522,-3.182812,318050,182064
"6817006",51.480528,-3.235293,314314,176453
"6817008",51.480528,-3.235293,314314,176453
"6817011",51.480528,-3.235293,314314,176453
"6817019",51.526069,-3.142423,320842,181413
"6817021",51.500465,-3.216973,315623,178649
"6655500",52.58944,-3.854198,274486,300685
"6782115",51.731066,-3.060343,326867,204126
"6602228",53.210564,-4.25406,249570,370538
"6603037",53.167256,-4.353902,242745,365936
"6615501",52.913098,-3.596933,292712,336268
"6622275",53.191155,-3.842554,276992,367592
"6635902",53.314463,-3.477694,301651,380743
"6643334",53.231762,-3.245351,316969,371248
"6663323",52.692328,-3.470577,300706,311530
"6665501",52.762347,-3.2688,314480,319059
"6673061",52.091278,-4.183032,250540,245907
"6745504",51.565649,-3.32392,308331,186027
"6802330",51.578174,-2.935765,335253,187005
