"","","","","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 ","2020-21 "
"","","","5502274 - Caerleon (Lodge Hill) Infants School ",".",".",".",".",".","."
"","","","5502276 - Rogerstone Primary School ",527.5,557,560.5,555,513.5,480
"","","","5502288 - Duffryn Junior School ",199,221,92,".",".","."
"","","","5502293 - Duffryn Infant School ",210.5,208,87,".",".","."
"","","","5502295 - High Cross Primary ",264,257,258,254,247.5,247
"","","","5502300 - Pentrepoeth C.P. School ",409,418,421,425.5,431,430.5
"","","","5502302 - Pillgwenlly C.P. School ",581.5,596,587,617,613.5,575
"","","","5502314 - Ysgol Gymraeg Casnewydd ",321,319,325.5,336,351,351
"","","","5502315 - Alway Primary ",356.5,368,367,378,372,378.5
"","","","5502316 - Ringland Primary ",213.5,229,230.5,242.5,230.5,230.5
"","","","5502317 - Millbrook Primary School ",218.5,221,233,246,264.5,271
"","","","5502318 - Monnow Primary ",346,351,355.5,361.5,360.5,359.5
"","","","5502319 - Glan Usk Primary ",634,652,660,655.5,654.5,654
"","","","5502320 - Ysgol Gymraeg Ifor Hael ",194.5,204,196,185.5,185.5,186
"","","","5502321 - Liswerry Primary ",521.5,536,570.5,613.5,626,604
"","","","5502322 - St Julians Primary School ",525.5,549,579,632,645.5,631
"","","","5502323 - Ysgol Gymraeg Bro Teyrnon ",79.5,105,137.5,164.5,187,185
"","","","5502324 - Caerleon Lodge Hill Primary School ",267.5,256,284,302.5,316.5,324.5
"","","","5502325 - St Andrew's Primary School ",516.5,571,597.5,627,625.5,641
"","","","5502326 - Gaer Primary school ",377.5,386,423,445,448,450.5
"","","","5502327 - Duffryn Primary ",".",".",250.5,432,428,410
"","","","5502328 - Jubilee Park Primary School ",".",".",61,118.5,208,302
"","","","5502329 - Milton Primary school ",".",".",258.5,455.5,430,432
"","","","5502330 - Glan Llyn Primary School ",".",".",".",".",144,196.5
"","","","5503000 - Malpas C.I.W. Junior School ",213,214,83,".",".","."
"","","","5503001 - Malpas C.I.W. Infant School ",156,157,68,".",".","."
"","","","5503002 - Malpas Church Primary School ",".",".",211,367,347,340
"","","","5503300 - St David's R.C. Junior & Infants School ",210,210,212,216,215,214
"","","","5503301 - St Joseph's R.C. Primary School ",203,206,209,216,214,215
"","","","5503302 - St Mary's R.C. Primary School ",386,403,388,415,410,407
"","","","5503304 - St Michael's R.C. Primary School ",220,224,215.5,226,225.5,220
"","","","5503305 - St Patrick`s R.C. Primary School ",204,202,206,218,215,213
"","","","5503306 - St Gabriel's R.C. Primary School ",144,151,161,163,179,190
"","","","5503307 - St David Lewis R.C. Primary School ",".",".",".",".",".","."
"","","","5503311 - Caerleon Endowed Junior School ",".",".",".",".",".","."
"","","","5503312 - Caerleon Endowed Infant school ",".",".",".",".",".","."
"","","","5503313 - Charles Williams Church in Wales Primary School ",481,510,527.5,560,558.5,545
"","","","5509991 - Unallocated resources - primary ",".",".",".",".",".","."
"","","Newport - Middle ","5509996 - Unallocated resources - middle ",".",".",".",".",".","."
"","","Newport - Secondary ","",10383,10146,10070,10014,10265,10543
"","","Newport - Secondary ","5504003 - St Julian's Comprehensive School ",1594,1539,1499,1475,1469,1442
"","","","5504020 - Duffryn High School ",1149,1112,1136,1122,1158,1208
"","","","5504021 - Hartridge High School ",931,909,897,846,858,899
"","","","5504025 - Bettws High School ",1106,1101,1095,1080,1101,1106
"","","","5504026 - Lliswerry High School ",898,829,810,780,843,933
"","","","5504030 - Bassaleg School ",1712,1663,1641,1679,1673,1677
"","","","5504059 - Caerleon Comprehensive School ",1544,1522,1480,1484,1498,1513
"","","","5504060 - Ysgol Gyfun Gwent Is Coed ",".",48,126,159,248,351
"","","","5504602 - St Joseph's  R.C.High School ",1449,1423,1386,1389,1417,1414
"","","","5509992 - Unallocated resources - secondary ",".",".",".",".",".","."
"","","Newport - Special ","",152,157,184,181,211,224
"","","Newport - Special ","5507002 - Maes Ebbw School ",152,157,156,134,156,156
"","","","5507004 - Ysgol Bryn Derw ",".",".",28,47,55,68
"","","","5509993 - Unallocated resources - special ",".",".",".",".",".","."
"","Cardiff ","","",50757.75,51470.42,51891.5,52436.5,52949,53573.5
"","Cardiff ","Cardiff - Nursery ","",167.5,157.5,153,145.5,138,135.5
"","","Cardiff - Nursery ","5521003 - Grangetown Nursery School ",73,70,68,67.5,57.5,50
"","","","5521005 - Moorland Nursery School ",".",".",".",".",".","."
"","","","5521016 - Caerau Nursery School ",".",".",".",".",".","."
"","","","5521017 - Tremorfa Nursery School ",36,40,35,27.5,29,38
"","","","5521018 - Intergrated Children's Centre ",58.5,47.5,50,50.5,51.5,47.5
"","","","5529994 - Unallocated resources - nursery ",".",".",".",".",".","."
"","","Cardiff - Primary ","",30202,30919,31383.5,31584,31521.5,31436
"","","Cardiff - Primary ","5522001 - Millbank Primary School ",189.5,219,217,223.5,226,228.5
"","","","5522003 - Adamsdown Primary School ",299.5,313.5,341,371.5,410,417.5
"","","","5522005 - Albany Primary School ",426.5,430.5,428,400.5,392.5,420.5
"","","","5522007 - Allensbank Primary School ",279,274.5,258,224.5,226,198
"","","","5522009 - Baden Powell Primary School ",383.5,394,396.5,413.5,376.5,383
"","","","5522011 - Birchgrove Primary School ",409,411,413,414,410,410
"","","","5522015 - Trelai Primary School ",394,403.5,403.5,367,356.5,345.5
"","","","5522017 - Fairwater Primary School ",205,216,236,238,243,223
"","","","5522019 - Gabalfa Primary School ",235,254,275,274.5,253.5,257.5
"","","","5522023 - Grangetown Junior School ",".",".",".",".",".","."
"","","","5522024 - Grangetown Infants School ",".",".",".",".",".","."
"","","","5522025 - Hawthorn Junior School ",".",".",".",".",".","."
"","","","5522026 - Hawthorn Infant School ",".",".",".",".",".","."
"","","","5522027 - Herbert Thompson Junior School ",".",".",".",".",".","."
"","","","5522028 - Herbert Thompson Infant School ",".",".",".",".",".","."
"","","","5522029 - Hywel Dda Junior School ",".",".",".",".",".","."
"","","","5522030 - Hywel Dda Infant School ",".",".",".",".",".","."
"","","","5522031 - Kitchener Primary School ",439,440,445,448.5,430,429.5
"","","","5522033 - Lansdowne Primary School ",463.5,459.5,457.5,434.5,412,378.5
"","","","5522035 - Marlborough Junior School ",".",".",".",".",".","."
"","","","5522036 - Marlborough  Infant School ",".",".",".",".",".","."
"","","","5522037 - Moorland Primary School ",407.5,431.5,427,442,433,426
"","","","5522039 - Radnor Primary School ",317,329,323,306,306,288
"","","","5522041 - Rhydypenau Primary School ",488.5,488,485.5,489,490,489.5
"","","","5522043 - Roath Park Primary School ",443,452,448,449,441,446.5
"","","","5522045 - Greenway Primary School ",224,217,220,214.5,211,223.5
"","","","5522048 - Severn Junior School ",".",".",".",".",".","."
"","","","5522049 - Severn Infants School ",".",".",".",".",".","."
"","","","5522050 - Stacey Primary School ",220.5,211,197,202,205,208.5
"","","","5522052 - Ton-Yr-Ywen Primary School ",474,483,477,473,447,442
"","","","5522056 - Windsor Clive Junior School ",".",".",".",".",".","."
"","","","5522057 - Windsor Clive Infant School ",".",".",".",".",".","."
"","","","5522058 - Caerau Infant School ",".",".",".",".",".","."
"","","","5522061 - Peter Lea Primary School ",348,362.5,355,350.5,339.5,316.5
"","","","5522063 - Cefn Onn Primary School ",".",".",".",".",".","."
"","","","5522065 - Bryn Hafod Primary School ",308,321.5,342.5,358.5,400,409.5
"","","","5522068 - Cwrt-Yr-Ala Junior School ",".",".",".",".",".","."
"","","","5522069 - Pen-Y-Bryn Primary School ",203,213.5,226,235.5,226.5,229.5
"","","","5522070 - Rumney Junior School ",".",".",".",".",".","."
"","","","5522071 - Rumney Infant School ",".",".",".",".",".","."
"","","","5522072 - Coed Glas Primary School ",551.5,550.5,559,546,514.5,500
"","","","5522074 - Lakeside Primary School ",483.5,484,486,474.5,474,446
"","","","5522075 - Pentrebane Primary School ",185,202.5,209.5,231,217,211.5
"","","","5522083 - Trowbridge Infant School ",".",".",".",".",".","."
"","","","5522084 - Mount Stuart Primary ",384,409.5,433,438,441,421.5
"","","","5522085 - Eglwys Newydd Primary School ",".",".",".",".",".","."
"","","","5522088 - Eglwys Wen Primary School ",".",".",".",".",".","."
"","","","5522090 - Llanishen Fach Primary School ",472.5,473,468,473.5,464,464.5
"","","","5522092 - Rhiwbeina Primary School ",653,662,669,661.5,660,665
"","","","5522094 - Llanedeyrn Primary School ",355,368,367,379,368.5,372.5
"","","","5522096 - Springwood Primary School ",196,208.5,218.5,223.5,220,222
"","","","5522101 - Ninian Park Primary School ",466.5,501.5,515,546.5,568,609.5
"","","","5522102 - Trowbridge Junior School ",".",".",".",".",".","."
"","","","5522103 - Viriamu Jones Primary School ",".",".",".",".",".","."
"","","","5522104 - Coryton Primary School ",211.5,216,221.5,226,218,207
"","","","5522105 - Glyncoed Infant School ",".",".",".",".",".","."
"","","","5522106 - Glyncoed Junior School ",".",".",".",".",".","."
"","","","5522107 - Bryn Celyn Primary School ",159,169.5,184.5,174,167.5,160.5
"","","","5522111 - Ysgol Gynradd Gwaelod-Y-Garth Primary School ",248.5,246.5,258,271.5,269,263.5
"","","","5522132 - Radyr Primary School ",380.5,392.5,410,426,435,438
"","","","5522137 - Tongwynlais Primary School ",201,207.5,215,197.5,192.5,192
"","","","5522147 - Llysfaen Primary School ",425.5,430.5,433,431,423,428
"","","","5522153 - Bryn Deri Primary School ",230.5,236.5,223,231,236,226.5
"","","","5522158 - Danescourt Junior School ",".",".",".",".",".","."
"","","","5522164 - Oakfield Primary School ",404,406.5,414,412,408.5,403
"","","","5522166 - Ysgol Gymraeg Melin Gruffydd ",443,443,444,445,442.5,427
"","","","5522169 - Ysgol-Y-Wern ",480.5,501,531.5,561.5,586,609
"","","","5522170 - Ysgol Gymraeg Coed-Y-Gof ",351,352,341,336,327,309
"","","","5522171 - Ysgol Bro Eirwg ",440.5,427,427,425,412,400.5
"","","","5522172 - Danescourt Infant School ",".",".",".",".",".","."
"","","","5522173 - Ysgol Gymraeg Treganna ",497.5,535.5,575,598.5,634.5,647
"","","","5522174 - Willowbrook Primary School ",377,409.5,416,421,422,424.5
"","","","5522175 - Pentyrch Primary School ",122,133,136,134,133,146
"","","","5522176 - Thornhill  Primary School ",439,429.5,437,430,428,436.5
"","","","5522177 - Ysgol Pencae ",207,208,208,207,207,208
"","","","5522179 - Meadowlane Primary School ",317.5,299,301.5,318.5,321,319.5
"","","","5522180 - Ysgol Mynydd Bychan ",231.5,229,239,233,226,230
"","","","5522305 - Creigiau Primary School ",394,395.5,396,393.5,392,382
"","","","5522306 - Ysgol  Gymraeg Pwll Coch ",479,472.5,474,441.5,409.5,368.5
"","","","5522308 - Ysgol y Berllen Deg ",421.5,427,425.5,418.5,413,418.5
"","","","5522309 - Gladstone Primary ",229.5,211,214.5,204.5,194,200
"","","","5522310 - Glan-Yr-Afon Primary ",176,179,189.5,165.5,119,113.5
"","","","5522311 - Grange Town Primary ",410,405,404,392,373,374
"","","","5522312 - Herbert Thompson Primary ",456,460.5,489,486,480,480.5
"","","","5522313 - Ysgol Glan Morfa ",184,198,195.5,210.5,216,225
"","","","5522314 - New Welsh Medium Prim Oakfield site ",150.5,176,189,189,197.5,202.5
"","","","5522315 - New welsh medium Prim Holy family site ",180,202,221,218.5,219.5,216
"","","","5522316 - New welsh medium Prim Ninian Park site ",".",".",".",".",".","."
"","","","5522317 - Rumney Primary School ",455.5,465,455.5,451.5,444,433
"","","","5522318 - Windsor Clive Primary School ",404,421,401,401.5,415,402.5
"","","","5522319 - Severn Primary School ",467.5,466.5,442,469,451,443.5
"","","","5522320 - Hawthorn Primary School ",233.5,234.5,230,239,227,226.5
"","","","5522321 - Danescourt Primary School ",350.5,374.5,389.5,416,441.5,447.5
"","","","5522322 - Hywel Dda Primary School ",405.5,424.5,433.5,435.5,422.5,418.5
"","","","5522323 - Ysgol Gynradd Gymraeg Pen-Y-Groes ",79.5,90,103,104.5,99.5,108.5
"","","","5522324 - Trowbridge Primary School ",200.5,202.5,203.5,200.5,191.5,186.5
"","","","5522325 - Ysgol Glan Ceubal ",62,83,114,131,155,157.5
"","","","5522326 - Marlborough Primary School ",505,500,496.5,491.5,490,489.5
"","","","5522327 - Pencaerau Primary school ",283.5,250.5,237,235.5,233.5,230
"","","","5522328 - Glyncoed Primary School ",384.5,395.5,392,391.5,390,367
"","","","5522329 - Whitchurch Primary School ",659,667.5,665,666,661.5,665
"","","","5522330 - Pontprennau Primary School ",63,79.5,163,217.5,271.5,311.5
"","","","5522331 - Howardian Primary School ",".",68.5,134,193,261.5,316.5
"","","","5522332 - Ysgol Gynraddd Gymraeg Hamadryad ",".",".",17,49,79.5,141
"","","","5523000 - St Mellons C.I.W. Primary School ",110,110,116,114,115,114
"","","","5523321 - St Alban's R.C. Primary School ",181,174,186,176,170,143
"","","","5523323 - St Cuthbert's R.C. Primary School ",128,135,124,136,128,124
"","","","5523326 - St Francis R.C. Junior School ",".",".",".",".",".","."
"","","","5523327 - St Francis R.C. Infant School ",".",".",".",".",".","."
"","","","5523328 - St Joseph's R.C. Primary School ",216,220,217,209,183,201
"","","","5523330 - St Mary's R.C. Primary School ",240,244,239,231.5,247.5,247.5
"","","","5523332 - St Patrick's R.C. Primary School ",304,300,298,300,302,284
"","","","5523334 - St Peter's R.C. Primary School ",523,530.5,523.5,522.5,502,465
"","","","5523336 - St Cadoc's Primary School ",269,286.5,285,285,325,324
"","","","5523338 - St Anne's C.I.W. Infant School ",".",".",".",".",".","."
"","","","5523341 - St Monica's C.I.W. Primary School ",129,139,133,135,138,141
"","","","5523343 - St Paul's C.I.W. Primary School ",208,209,209,206,211,208
"","","","5523344 - Tredegarville C.I.W. Primary School ",224,225,226.5,221,225,228.5
"","","","5523346 - Llandaff City C.I.W. Primary School ",421,420,419,419,418,421
"","","","5523351 - Christ The King R.C. Primary School ",235,232,228,209,217.5,211.5
"","","","5523353 - St John Lloyd R.C. Primary School ",295.5,312,306,296.5,312,319
"","","","5523354 - Holy Family R.C. Primary School ",108,106,126,142,138,145
"","","","5523355 - St Mary The Virgin C.I.W. Primary School ",189.5,208.5,190,207.5,206,203
"","","","5523357 - All Saints C.I.W. Primary School ",194,198,194,183,172,166
"","","","5523366 - St Fagans C.I.W. Primary School ",221,227,222.5,217,217.5,215
"","","","5523370 - St Bernadette's R.C. Primary School ",235,237.5,226.5,240,237.5,230.5
"","","","5523371 - St David's C.I.W. Primary School ",223.5,227,226,222.5,221,229
"","","","5523373 - Bishop Childs C.I.W. Primary School ",203,208,212,209,213,215
"","","","5523374 - St Phillip Evans R.C. Primary School ",362.5,362,373.5,378,386,380.5
"","","","5523375 - St Francis V.A. Primary School ",277,302.5,317,330.5,338,336.5
"","","","5529991 - Unallocated resources - primary ",".",".",".",".",".","."
"","","Cardiff - Middle ","5529996 - Unallocated resources - middle ",".",".",".",".",".","."
"","","Cardiff - Secondary ","",19820,19821,19791,20135,20675,21356
"","","Cardiff - Secondary ","5524030 - Rumney High School ",".",".",".",".",".","."
"","","","5524035 - Glyn Derw High School ",358,275,85,".",".","."
"","","","5524039 - Cardiff High School ",1554,1627,1643,1645,1615,1663
"","","","5524040 - Glan Ely High School ",".",".",".",".",".","."
"","","","5524041 - Willows High School ",558,539,554,581,620,665
"","","","5524042 - Fitzalan High School ",1648,1701,1712,1712,1724,1742
"","","","5524047 - Llanedeyrn High School ",".",".",".",".",".","."
"","","","5524049 - Cantonian High School ",492,492,529,589,628,708
"","","","5524050 - Whitchurch High School ",".",".",".",".",".","."
"","","","5524051 - Llanishen High School ",1543,1546,1542,1556,1563,1601
"","","","5524052 - Llanrumney High School ",".",".",".",".",".","."
"","","","5524054 - Cathays High School ",903,826,782,847,913,917
"","","","5524070 - Radyr Comprehensive School ",1338,1328,1307,1281,1293,1309
"","","","5524071 - Ysgol Gyfun Gymraeg Glantaf ",1251,1165,1132,1166,1209,1272
"","","","5524072 - Ysgol Gyfun Gymraeg Plasmawr ",1081,1082,1086,1084,1099,1136
"","","","5524073 - Michaelston Community College ",597,612,228,".",".","."
"","","","5524074 - Ysgol Gyfun Gymraeg Bro Edern ",260,378,509,617,705,801
"","","","5524075 - Cardiff West Community High School ",".",".",438,664,682,779
"","","","5524076 - Eastern High School ",882,756,700,730,864,968
"","","","5524600 - St Illtyds R.C. High School ",826,846,872,877,868,902
"","","","5524607 - Mary Immaculate  R.C. High School ",663,698,739,772,791,793
"","","","5524608 - The Bishop Of Llandaff  C.I.W. High School ",1185,1227,1228,1252,1245,1240
"","","","5524609 - St Teilo's C.I.W. High School ",1490,1474,1400,1396,1436,1414
"","","","5524611 - Corpus Christi Catholic High School ",1041,1047,1050,1081,1080,1073
"","","","5525403 - Whitchurch High School ",2150,2202,2255,2285,2340,2373
"","","","5529992 - Unallocated resources - secondary ",".",".",".",".",".","."
