"","","","","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 ","2020-21 "
"","","","5504020 - Duffryn High School ",5170.372065,5261,5219,5387.17247,5915.460864,6086.974817
"","","","5504021 - Hartridge High School ",4525.407597,4708,4532,4432.874649,4495.472685,4187.978413
"","","","5504025 - Bettws High School ",4941.531351,5078,4792,4891.004427,4898.978872,4658.984539
"","","","5504026 - Lliswerry High School ",4013.384964,3984,3793,3729.804989,4204.688211,4242.597329
"","","","5504030 - Bassaleg School ",6905.849404,7188,6944,6871.772956,7081.24039,6470.022605
"","","","5504059 - Caerleon Comprehensive School ",6165.181936,6536,6131,5980.959282,6282.874126,5861.805187
"","","","5504060 - Ysgol Gyfun Gwent Is Coed ",".",380,712,914,1406.99951,2072.008787
"","","","5504602 - St Joseph's  R.C.High School ",5760.585161,5925,5658,5673.165172,5721.732466,5296.155448
"","","","5509992 - Unallocated resources - secondary ",226.466834,173,239,203.609,217.433,537.86126
"","","Newport - Special ","",3598.705184,3963,4162,4845.587925,4891.273323,5022.490877
"","","Newport - Special ","5507002 - Maes Ebbw School ",3585.170858,3950,3573,3576.567386,3144.778851,3432.192259
"","","","5507004 - Ysgol Bryn Derw ",".",".",576,970.462539,1280.518472,1574.763159
"","","","5509993 - Unallocated resources - special ",13.534325,13,13,298.558,465.976,15.53546
"","Cardiff ","","",217135.69,227791.19,235992.75,242569.73,253219.83,266847.25
"","Cardiff ","Cardiff - Nursery ","",1335.78,1407.38,1416.03,1432.12,1487.92,1525.05
"","","Cardiff - Nursery ","5521003 - Grangetown Nursery School ",398.79,415.68,428.28,427.07,432.17,463.39
"","","","5521005 - Moorland Nursery School ",".",".",".",".",".","."
"","","","5521016 - Caerau Nursery School ",".",".",".",".",".","."
"","","","5521017 - Tremorfa Nursery School ",318.21,351.48,350.01,361.44,380.17,378.14
"","","","5521018 - Intergrated Children's Centre ",618.78,640.22,637.74,643.61,675.58,683.52
"","","","5529994 - Unallocated resources - nursery ",0,0,0,0,0,0
"","","Cardiff - Primary ","",110139.83,116506.23,120861.58,124018.53,127502.14,132321.77
"","","Cardiff - Primary ","5522001 - Millbank Primary School ",826.3,826.82,873.71,876.89,903.58,959.49
"","","","5522003 - Adamsdown Primary School ",1126.61,1230.07,1281.2,1456.24,1609.9,1680.57
"","","","5522005 - Albany Primary School ",1433.52,1491.51,1464.45,1543.56,1456.9,1634.1
"","","","5522007 - Allensbank Primary School ",1183.54,1232.52,1171.7,1091.69,1163.07,1120.32
"","","","5522009 - Baden Powell Primary School ",1377.05,1406.62,1489.53,1532.1,1479.51,1547.47
"","","","5522011 - Birchgrove Primary School ",1192.15,1305.76,1318.5,1336.06,1316,1380.89
"","","","5522015 - Trelai Primary School ",1650.91,1691.35,1652.32,1483.4,1496.95,1516.59
"","","","5522017 - Fairwater Primary School ",889.74,913.63,1006.72,1042.43,1149.75,1006.11
"","","","5522019 - Gabalfa Primary School ",1053.25,1179.88,1153.32,1104.5,1041.72,1067.86
"","","","5522023 - Grangetown Junior School ",".",".",".",".",".","."
"","","","5522024 - Grangetown Infants School ",".",".",".",".",".","."
"","","","5522025 - Hawthorn Junior School ",".",".",".",".",".","."
"","","","5522026 - Hawthorn Infant School ",".",".",".",".",".","."
"","","","5522027 - Herbert Thompson Junior School ",".",".",".",".",".","."
"","","","5522028 - Herbert Thompson Infant School ",".",".",".",".",".","."
"","","","5522029 - Hywel Dda Junior School ",".",".",".",".",".","."
"","","","5522030 - Hywel Dda Infant School ",".",".",".",".",".","."
"","","","5522031 - Kitchener Primary School ",1497.5,1540.51,1591.54,1614.9,1625.39,1657.69
"","","","5522033 - Lansdowne Primary School ",1546.9,1584.18,1574.56,1523.99,1526.94,1471.8
"","","","5522035 - Marlborough Junior School ",".",".",".",".",".","."
"","","","5522036 - Marlborough  Infant School ",".",".",".",".",".","."
"","","","5522037 - Moorland Primary School ",1595.54,1684.78,1707.55,1647.51,1632.12,1710.23
"","","","5522039 - Radnor Primary School ",1091.9,1219.15,1247.4,1124.51,1149.78,1108.01
"","","","5522041 - Rhydypenau Primary School ",1448.44,1555.51,1571.19,1600.63,1652.75,1598.27
"","","","5522043 - Roath Park Primary School ",1395.44,1457.57,1478.52,1515.99,1482.5,1576
"","","","5522045 - Greenway Primary School ",923.7,928.05,914.36,962.14,1004.03,1056.22
"","","","5522048 - Severn Junior School ",".",".",".",".",".","."
"","","","5522049 - Severn Infants School ",".",".",".",".",".","."
"","","","5522050 - Stacey Primary School ",861.61,873.97,867.61,897.62,832.84,918.48
"","","","5522052 - Ton-Yr-Ywen Primary School ",1492.02,1606.69,1668.02,1622.29,1600.97,1694.68
"","","","5522056 - Windsor Clive Junior School ",".",".",".",".",".","."
"","","","5522057 - Windsor Clive Infant School ",".",".",".",".",".","."
"","","","5522058 - Caerau Infant School ",".",".",".",".",".","."
"","","","5522061 - Peter Lea Primary School ",1268.82,1328.1,1342.31,1293.09,1304.45,1297.35
"","","","5522063 - Cefn Onn Primary School ",".",".",".",".",".","."
"","","","5522065 - Bryn Hafod Primary School ",1291.99,1373.82,1462.52,1642.83,1829.08,1888.55
"","","","5522068 - Cwrt-Yr-Ala Junior School ",".",".",".",".",".","."
"","","","5522069 - Pen-Y-Bryn Primary School ",786.84,838.65,950.79,895.77,959.79,1023.48
"","","","5522070 - Rumney Junior School ",".",".",".",".",".","."
"","","","5522071 - Rumney Infant School ",".",".",".",".",".","."
"","","","5522072 - Coed Glas Primary School ",2047.63,2088.45,2334.09,2235.49,2237.59,2315.31
"","","","5522074 - Lakeside Primary School ",1548.84,1639.86,1623.81,1763.94,1770.49,1914.35
"","","","5522075 - Pentrebane Primary School ",1065.04,1177.74,1185.43,1210.16,1231.5,1172.96
"","","","5522083 - Trowbridge Infant School ",".",".",".",".",".","."
"","","","5522084 - Mount Stuart Primary ",1431.4,1564.11,1587.01,1653.9,1717.85,1657.79
"","","","5522085 - Eglwys Newydd Primary School ",".",".",".",".",".","."
"","","","5522088 - Eglwys Wen Primary School ",".",".",".",".",".","."
"","","","5522090 - Llanishen Fach Primary School ",1693.67,1758.84,1827.51,1862.34,1901.2,1926.34
"","","","5522092 - Rhiwbeina Primary School ",1953.6,2083.52,2120.53,2125.73,2137.68,2161.11
"","","","5522094 - Llanedeyrn Primary School ",1492.57,1636.07,1717.54,1736.2,1834.14,1977.94
"","","","5522096 - Springwood Primary School ",1088.74,1295.85,1251.89,1403.73,1429.93,1593.13
"","","","5522101 - Ninian Park Primary School ",1655.71,1788.28,1838.05,1979.77,2073.9,2372.32
"","","","5522102 - Trowbridge Junior School ",".",".",".",".",".","."
"","","","5522103 - Viriamu Jones Primary School ",".",".",".",".",".","."
"","","","5522104 - Coryton Primary School ",729.31,837.85,877.01,882.2,910.89,904.83
"","","","5522105 - Glyncoed Infant School ",".",".",".",".",".","."
"","","","5522106 - Glyncoed Junior School ",".",".",".",".",".","."
"","","","5522107 - Bryn Celyn Primary School ",703.48,817.89,803.87,847.36,856.15,829.65
"","","","5522111 - Ysgol Gynradd Gwaelod-Y-Garth Primary School ",880.03,951.72,994.47,1000.87,1005.92,1090.5
"","","","5522132 - Radyr Primary School ",1203.18,1291.64,1341.73,1417.29,1412.15,1478.67
"","","","5522137 - Tongwynlais Primary School ",718.66,748.65,804.59,826.92,830.28,797.21
"","","","5522147 - Llysfaen Primary School ",1285.26,1396.18,1406.52,1417.22,1472.39,1443.67
"","","","5522153 - Bryn Deri Primary School ",848.22,921.78,877.42,906.77,980.26,995.87
"","","","5522158 - Danescourt Junior School ",".",".",".",".",".","."
"","","","5522164 - Oakfield Primary School ",1477.87,1552.54,1586.68,1629.88,1675.06,1729.92
"","","","5522166 - Ysgol Gymraeg Melin Gruffydd ",1347.25,1426.27,1470.11,1506.27,1552.82,1536.87
"","","","5522169 - Ysgol-Y-Wern ",1514.95,1679.94,1752.81,1896.17,1998.83,2153.97
"","","","5522170 - Ysgol Gymraeg Coed-Y-Gof ",1271.94,1280.95,1290.28,1282.75,1279.26,1296.31
"","","","5522171 - Ysgol Bro Eirwg ",1423.84,1422.72,1447.07,1433.15,1441.81,1439.52
"","","","5522172 - Danescourt Infant School ",".",".",".",".",".","."
"","","","5522173 - Ysgol Gymraeg Treganna ",1629.2,1787.95,1948.14,2086.27,2232.46,2245.18
"","","","5522174 - Willowbrook Primary School ",1307.9,1435.67,1446.17,1442.83,1556.29,1623.12
"","","","5522175 - Pentyrch Primary School ",506.87,577.32,590.68,598.04,583.7,594.37
"","","","5522176 - Thornhill  Primary School ",1379.08,1378.19,1443.37,1453.28,1461.55,1610.67
"","","","5522177 - Ysgol Pencae ",823.89,854.95,877.27,914.86,817.11,872.94
"","","","5522179 - Meadowlane Primary School ",1274.67,1279.52,1267.1,1339.43,1348.25,1354
"","","","5522180 - Ysgol Mynydd Bychan ",773.88,826.89,845.36,841.24,856.87,887.86
"","","","5522305 - Creigiau Primary School ",1316.39,1377.47,1387.67,1359.2,1377.81,1397.58
"","","","5522306 - Ysgol  Gymraeg Pwll Coch ",1463,1484.05,1522.78,1477.04,1513.81,1434.37
"","","","5522308 - Ysgol y Berllen Deg ",1316.53,1369.05,1399.71,1371.92,1377.15,1480.22
"","","","5522309 - Gladstone Primary ",847.25,875.03,826.03,825.15,791.42,924.79
"","","","5522310 - Glan-Yr-Afon Primary ",935.51,959.41,997.24,910.1,835.5,710.85
"","","","5522311 - Grange Town Primary ",1432.48,1436.3,1463.67,1439.2,1352.84,1425.42
"","","","5522312 - Herbert Thompson Primary ",1750.88,1805.66,1764.51,1839.08,1854.63,1965.34
"","","","5522313 - Ysgol Glan Morfa ",675.49,757.31,855.86,961.98,1005.22,1096.4
"","","","5522314 - New Welsh Medium Prim Oakfield site ",615.02,712.92,743.67,734.57,782.96,825.2
"","","","5522315 - New welsh medium Prim Holy family site ",729.92,820.58,880.24,855.65,924.42,973.36
"","","","5522316 - New welsh medium Prim Ninian Park site ",".",".",".",".",".","."
"","","","5522317 - Rumney Primary School ",1504.65,1554.93,1606.66,1621.28,1644.8,1678.45
"","","","5522318 - Windsor Clive Primary School ",1687.72,1675.83,1622.84,1658.43,1738.29,1795.54
"","","","5522319 - Severn Primary School ",1716.13,1801.4,1744.53,1798.16,1777.3,1873.77
"","","","5522320 - Hawthorn Primary School ",820.03,857.85,934.33,912.23,912.28,962.56
"","","","5522321 - Danescourt Primary School ",1218.68,1288.82,1367.76,1459.05,1572.37,1637.28
"","","","5522322 - Hywel Dda Primary School ",1516.42,1592.86,1637.66,1742.86,1707.26,1769.48
"","","","5522323 - Ysgol Gynradd Gymraeg Pen-Y-Groes ",469.13,488.73,590.21,655.5,700.55,750.62
"","","","5522324 - Trowbridge Primary School ",831.03,833.94,826.75,840.14,801.64,797.15
"","","","5522325 - Ysgol Glan Ceubal ",378.13,497.28,556.24,731.19,901.71,962.86
"","","","5522326 - Marlborough Primary School ",1749.59,1837.78,1830.9,1827.22,1834.15,1923.09
"","","","5522327 - Pencaerau Primary school ",1051.27,1030.23,1005.67,1033.14,996.52,1010.07
"","","","5522328 - Glyncoed Primary School ",1316.56,1459.92,1351.57,1396.94,1357.13,1393.3
"","","","5522329 - Whitchurch Primary School ",2000.8,2111.48,2191,2236.51,2316.25,2343.63
"","","","5522330 - Pontprennau Primary School ",277.53,586.5,845.67,1116,1317.12,1472.21
"","","","5522331 - Howardian Primary School ",".",547.69,679.99,886.98,1155.48,1316.26
"","","","5522332 - Ysgol Gynraddd Gymraeg Hamadryad ",".",".",330.42,490.85,665.15,828.22
"","","","5523000 - St Mellons C.I.W. Primary School ",488.54,522.87,553.44,543.47,567.93,535.18
"","","","5523321 - St Alban's R.C. Primary School ",725.76,725.74,773.46,743.85,738.86,727.67
"","","","5523323 - St Cuthbert's R.C. Primary School ",537.09,600.94,542.36,600.18,543.16,602.41
"","","","5523326 - St Francis R.C. Junior School ",".",".",".",".",".","."
"","","","5523327 - St Francis R.C. Infant School ",".",".",".",".",".","."
"","","","5523328 - St Joseph's R.C. Primary School ",715.95,756.36,735.08,666.96,771.89,779.92
"","","","5523330 - St Mary's R.C. Primary School ",807.49,846.49,809.67,833.67,876.5,902.07
"","","","5523332 - St Patrick's R.C. Primary School ",1028.25,1067.73,1057.45,1060.72,1120.76,1042
"","","","5523334 - St Peter's R.C. Primary School ",1581.52,1650.02,1620.19,1687.41,1604.04,1579.03
"","","","5523336 - St Cadoc's Primary School ",1023.93,1079.29,1135.94,1068.83,1287.71,1242.71
"","","","5523338 - St Anne's C.I.W. Infant School ",".",".",".",".",".","."
"","","","5523341 - St Monica's C.I.W. Primary School ",585.89,676.23,602.37,557.82,678.37,676.21
"","","","5523343 - St Paul's C.I.W. Primary School ",755.89,792.35,788.71,800.55,871.77,885.5
"","","","5523344 - Tredegarville C.I.W. Primary School ",804.03,847.08,883.65,924.77,997.48,989.87
"","","","5523346 - Llandaff City C.I.W. Primary School ",1221.44,1279.39,1308.64,1321.85,1381.86,1383.56
"","","","5523351 - Christ The King R.C. Primary School ",768.74,779.45,805.81,731.66,806.63,789.57
"","","","5523353 - St John Lloyd R.C. Primary School ",1057.13,1127.99,1129.1,1122.49,1171.8,1213.22
"","","","5523354 - Holy Family R.C. Primary School ",524.69,586.55,653.95,671.54,666.76,723.43
"","","","5523355 - St Mary The Virgin C.I.W. Primary School ",864.4,921.63,887.49,937.18,960.9,920.09
"","","","5523357 - All Saints C.I.W. Primary School ",653.27,696.71,691.6,672,650.05,649.97
"","","","5523366 - St Fagans C.I.W. Primary School ",800.24,844.24,843.41,812.2,846.81,877.28
"","","","5523370 - St Bernadette's R.C. Primary School ",825.97,877.49,898.65,942.03,948.46,949.98
"","","","5523371 - St David's C.I.W. Primary School ",863.79,905.9,933.68,988.87,904.05,950.55
"","","","5523373 - Bishop Childs C.I.W. Primary School ",671.56,709.29,739.84,739.93,739.81,785.06
"","","","5523374 - St Phillip Evans R.C. Primary School ",1158.85,1188.37,1201.44,1264.18,1232.89,1352.77
"","","","5523375 - St Francis V.A. Primary School ",1067.5,1200.59,1182.98,1263.12,1232.78,1329.56
"","","","5529991 - Unallocated resources - primary ",1977.32,1290.03,2774.76,3380.68,3862.76,4795.6
"","","Cardiff - Middle ","5529996 - Unallocated resources - middle ",".",0,0,0,0,0
"","","Cardiff - Secondary ","",94186.08,97672.58,101285.14,104301.08,110419.77,118155.43
"","","Cardiff - Secondary ","5524030 - Rumney High School ",".",".",".",".",".","."
"","","","5524035 - Glyn Derw High School ",2105.58,1657.74,533.69,".",".","."
"","","","5524039 - Cardiff High School ",6602.69,7071.99,7213.68,7240.44,7443.57,8004.15
"","","","5524040 - Glan Ely High School ",".",".",".",".",".","."
"","","","5524041 - Willows High School ",3074.31,3091.94,3296.57,3342.39,3625.15,3925.82
"","","","5524042 - Fitzalan High School ",7798.59,8065.88,8274.67,8505.31,8600.2,8947.88
"","","","5524047 - Llanedeyrn High School ",".",".",".",".",".","."
"","","","5524049 - Cantonian High School ",3163.84,3375.68,3796.55,4194.13,4266.63,4791.09
"","","","5524050 - Whitchurch High School ",".",".",".",".",".","."
"","","","5524051 - Llanishen High School ",6881.08,7283.73,7416.11,7768.62,8256.83,8674.91
"","","","5524052 - Llanrumney High School ",".",".",".",".",".","."
"","","","5524054 - Cathays High School ",4585.57,4355.23,4257.15,4818.24,5348.33,5500.75
"","","","5524070 - Radyr Comprehensive School ",5547.86,5746.77,5947.03,5668.91,5905.85,6083.54
"","","","5524071 - Ysgol Gyfun Gymraeg Glantaf ",5906.96,5841.76,5696.73,5997,6500.41,6763.74
"","","","5524072 - Ysgol Gyfun Gymraeg Plasmawr ",4797.02,5025.3,5043.37,5191.11,5318.03,5593.47
"","","","5524073 - Michaelston Community College ",2966.95,3177.66,1307.87,".",".","."
"","","","5524074 - Ysgol Gyfun Gymraeg Bro Edern ",1765.4,2418.3,2992.74,3255.71,3723.42,4178.02
"","","","5524075 - Cardiff West Community High School ",".",".",2522.84,4277.68,4700.97,5244.93
"","","","5524076 - Eastern High School ",4567.07,4115.53,3993.7,4439.98,5081.97,5684.17
"","","","5524600 - St Illtyds R.C. High School ",3763.5,4100.83,4164.57,4177.87,4306.86,4521.35
"","","","5524607 - Mary Immaculate  R.C. High School ",3079.55,3329.6,3559.07,3673.77,3820.61,3992.01
"","","","5524608 - The Bishop Of Llandaff  C.I.W. High School ",5727.49,6111.99,6329.09,6311.03,6487.03,6824.25
"","","","5524609 - St Teilo's C.I.W. High School ",6308.01,6546.47,6527.54,6524.48,6764.11,6906.21
"","","","5524611 - Corpus Christi Catholic High School ",4284.29,4533.27,4561.63,4652.38,4748.05,4829.51
"","","","5525403 - Whitchurch High School ",9484.05,10163.79,10577.29,10451.49,11087.92,11633.6
"","","","5529992 - Unallocated resources - secondary ",1776.27,1659.12,3273.25,3810.54,4433.83,6056.03
"","","Cardiff - Special ","",11474,12205,12430,12818,13810,14845
"","","Cardiff - Special ","5527001 - Greenhill Special School ",1135.83,1166.02,1185.94,1205.87,1429.5,1430.24
