"","","","","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 ","2020-21 ","2021-22 "
"","","","5322029 - Gwyrosydd Junior School ",".",".",".",".",".",".","."
"","","","5322030 - Gwyrosydd Infants School ",".",".",".",".",".",".","."
"","","","5322032 - Hafod Primary School ",3522.908762,3813.814587,3669.735222,3885.284688,4017.93722,4333.153932,4484.718067
"","","","5322036 - Ysgol Gynradd Gymraeg Lonlas ",2555.729036,2715.866377,2734.186855,2863.275456,2904.139434,3156.041215,3260.474095
"","","","5322037 - Manselton Primary School ",".",".",".",".",".",".","."
"","","","5322040 - Morriston Primary School ",4796.380522,4798.240351,5234.097802,5842.440745,6367.741935,6571.807353,6987.292419
"","","","5322042 - Oystermouth Primary School ",3057.140445,3130.619671,3172.12513,3382.650058,3427.230047,3668.617319,3892.349647
"","","","5322048 - Pentrechwyth Primary School ",4219.626674,4189.08669,4170.635261,4038.842136,4380.952381,4690.655207,4761.440724
"","","","5322049 - Pentrepoeth Junior School ",".",".",".",".",".",".","."
"","","","5322050 - Pentrepoeth Infant School ",".",".",".",".",".",".","."
"","","","5322051 - Plasmarl Primary School ",3823.788634,4020.411396,4163.917399,3922.155482,4000,4319.936675,4517.815583
"","","","5322054 - Sketty Primary School ",2756.760937,2869.018195,2775.399704,2832.960723,2938.189845,3167.069558,3272.003757
"","","","5322055 - St Helen's Primary School ",3299.971408,3257.405526,3343.275746,3414.965372,3579.439252,3934.139535,4265.091279
"","","","5322057 - St Thomas Primary School ",".",".",".",".",".",".","."
"","","","5322059 - Terrace Road Primary School ",3179.173708,3233.13055,3254.382437,3335.494974,3557.093426,3894.600558,4127.201147
"","","","5322063 - Townhill Community Primary School ",3476.755202,3611.041199,3625.075946,3629.496608,3718.816068,4079.031352,4194.123368
"","","","5322065 - Waunarlwydd Primary School ",2989.903143,3047.274125,3092.921979,3223.057637,3296.442688,3638.738132,3863.861393
"","","","5322067 - Waun Wen Primary School ",3470.357236,3383.835581,3565.491534,3660.365132,3797.979798,4220.847027,4473.410334
"","","","5322069 - Clwyd Community Primary School ",4712.820749,5055.096029,4925.698211,4903.157103,5130.29316,5312.162874,5357.373763
"","","","5322071 - Ynystawe Primary School ",3151.425865,3268.176014,3192.796879,3213.673816,3314.43299,3580.953908,3857.536132
"","","","5322073 - Clase Primary School ",4992.3647,5145.629154,5062.773645,5156.8566,5257.731959,5190.356564,5646.269374
"","","","5322075 - Portmead Primary School ",3348.8297,3527.540647,3808.86481,5229.8117,5071.428571,5128.729513,5294.749741
"","","","5322076 - Mayals Primary School ",3216.111657,3388.945766,3257.966215,3484.476467,3506.912442,3753.337047,3866.578142
"","","","5322077 - Cwmglas Primary School ",3511.029559,3557.245464,3641.618626,3827.657791,4036,4280.555256,4387.208013
"","","","5322080 - Arfryn Primary School ",".",".",".",".",".",".","."
"","","","5322082 - Blaenymaes Primary School ",3808.513134,3682.102523,3677.970677,3635.393269,3882.113821,4361.494024,4628.203199
"","","","5322084 - Trallwn Primary School ",4089.525049,4165.393064,4179.183044,4198.61107,4630.952381,4951.65344,5140.773559
"","","","5322086 - Parkland Primary School ",2869.738173,2956.358928,3016.828008,3067.108858,3086.142322,3401.236625,3513.547217
"","","","5322087 - Birchgrove Infants School ",".",".",".",".",".",".","."
"","","","5322088 - Dunvant Infant School ",".",".",".",".",".",".","."
"","","","5322092 - Newton Primary School ",2971.021277,3019.556404,3116.555841,3044.392034,3071.770335,3388.213631,3498.117832
"","","","5322095 - Whitestone  Primary School ",4885.98763,4954.66652,4969.008392,5168.889627,5286.666667,5859.550167,6510.972299
"","","","5322096 - Hendrefoilan Primary School ",3066.066274,3140.619216,3062.780318,3082.047743,3188.118812,3723.52082,3777.667233
"","","","5322097 - Birchgrove Junior School ",".",".",".",".",".",".","."
"","","","5322098 - Y.G.G. Bryn-Y-Mor ",2820.929134,2954.341129,2885.344812,2924.283589,2970.80292,3369.673449,3542.305499
"","","","5322105 - Bishopston Primary School ",3431.112915,3588.188111,3672.074955,3925.089524,4247.933884,4428.481357,4577.992643
"","","","5322108 - Casllwchwr Primary School ",3168.347879,3206.162847,3195.126483,3271.219283,3504.901961,3834.905194,3796.6628
"","","","5322109 - Cila Primary School ",3567.833344,3697.459152,3974.388231,3756.052731,3757.575758,4206.339298,4424.77861
"","","","5322112 - Clydach Junior School ",".",".",".",".",".",".","."
"","","","5322114 - Clydach Infant School ",".",".",".",".",".",".","."
"","","","5322117 - Craigcefnparc Primary School ",4093.947819,4751.733524,5155.752212,4742.126348,6578.947368,".","."
"","","","5322120 - Crwys Primary School ",3869.408535,3970.810695,4023.108808,4255.467153,4800,5229.410256,5711.492503
"","","","5322133 - Ysgol Gynradd Gymraeg Felindre ",5006.433162,5232.489479,7380.58876,8814.553846,17000,".","."
"","","","5322136 - YGG Garnswllt ",".",".",".",".",".",".","."
"","","","5322143 - Gorseinon  Junior School ",".",".",".",".",".",".","."
"","","","5322146 - Gorseinon Infant and Nursery School ",".",".",".",".",".",".","."
"","","","5322154 - Llanmorlais Primary School ",".",".",".",".",".",".","."
"","","","5322157 - Llangyfelach Primary School ",3212.862338,3397.146516,3275.631734,3386.160377,3309.41704,3495.765409,3609.129788
"","","","5322159 - Llanrhidian Primary School ",3356.908534,3502.508673,3533.76126,3602.128755,3848.275862,4053.077095,4164.300334
"","","","5322167 - Penclawdd Primary School ",3354.878479,3355.685784,3489.916481,3791.385984,3979.591837,4337.062114,4527.982932
"","","","5322172 - Pengelli Primary School ",4009.621353,4107.950627,4510.086079,4289.089618,4231.481481,4275.101322,4520.964733
"","","","5322174 - Penllergaer Primary School ",3501.044852,3561.862089,3521.668625,3488.729745,3603.305785,3830.756719,3896.472566
"","","","5322176 - Penyrheol Primary School ",3717.569088,3496.540801,3556.001161,3533.752504,3536.290323,3857.986849,3994.484188
"","","","5322186 - Pontarddulais Primary School ",2909.354952,2993.63888,2916.461009,2943.801737,3042.056075,3348.940534,3585.619664
"","","","5322189 - Ysgol Gynradd Gymraeg Bryniago ",3123.862036,3177.118805,3204.828885,3319.697026,3369.369369,3845.330553,4055.162121
"","","","5322192 - Pontlliw Primary School ",3446.837546,3531.101888,3656.48163,3639.182663,3676.767677,4025.11757,4019.336829
"","","","5322209 - Tregwyr Junior School ",".",".",".",".",".",".","."
"","","","5322210 - Tregwyr Infant School ",".",".",".",".",".",".","."
"","","","5322211 - Tre Uchaf Primary School ",4295.878525,4230.340951,4538.028237,4408.515524,4809.52381,5391.279055,5529.28621
"","","","5322212 - Ysgol  Gynradd Gymraeg Pontybrenin ",2656.030157,2703.397928,2566.74957,2773.845067,2785.714286,3002.339863,3069.651896
"","","","5322215 - Craigfelen Primary School ",3822.894001,3792.014898,3949.506431,3797.237339,3971.428571,4387.512764,4645.60621
"","","","5322216 - Pennard Primary School ",2946.15966,3156.967806,3267.826087,3455.911684,3682.080925,4216.481328,4390.304833
"","","","5322217 - Knelston Primary School ",3474.586273,3657.8482,3630.442052,3686.385296,3963.636364,4396.914741,4510.752
"","","","5322219 - Pen Y Fro Primary ",3583.513262,3460.495627,3483.679876,3361.317667,3376.237624,3708.102442,3634.739096
"","","","5322223 - Pontybrenin Primary School ",2979.101445,2956.263494,3057.283537,3006.48591,3185.074627,3450.96341,3579.922108
"","","","5322225 - Talycopa Primary School ",3211.519389,3271.894138,3379.448115,3525.865763,3405.263158,3702.703448,3822.178415
"","","","5322226 - Glyncollen Primary School ",3187.865655,3292.914015,3348.286415,3418.708254,3514.563107,4085.650551,4149.146093
"","","","5322229 - Ysgol Gynradd Gymraeg Y Login Fach ",2956.016545,3061.572081,3064.79603,3030.113327,3110.619469,3377.828313,3490.794107
"","","","5322231 - Ysgol Gynradd Gymraeg Tirdeunaw ",2860.657948,2966.181586,2844.912104,2915.478158,3045.112782,3335.913921,3455.575567
"","","","5322232 - Ysgol Gynradd Gymraeg Gellionnen ",3015.029346,3118.078677,3083.586803,3113.426173,3149.606299,3481.857409,3752.734369
"","","","5322233 - Gors Community Primary School ",3348.399348,3449.645562,3640.438192,3440.221367,3663.082437,3952.524947,4114.917606
"","","","5322234 - Sea View Community Primary School ",3810.877225,3994.465924,4080.255219,3947.177642,4109.090909,4499.039816,4617.156016
"","","","5322235 - YGG Llwynderw ",3008.122496,2937.246856,2963.004906,2958.461891,2993.902439,3281.451243,3425.778698
"","","","5322236 - Birchgrove Primary ",2870.026778,2944.299728,2969.372721,2962.017657,3036.49635,3303.548318,3479.167452
"","","","5322237 - Dunvant Primary ",2952.169982,3100.818063,3088.416779,3819.078097,3798.742138,3907.54173,3997.512214
"","","","5322238 - Gwyrosydd Primary ",3496.686076,3628.667167,3697.118956,3863.436418,3937.965261,4246.059217,4580.773398
"","","","5322239 - St Thomas Community Primary School ",3122.466444,3140.825944,3286.269052,3337.130552,3330.749354,3510.301089,3735.323216
"","","","5322240 - Tregwyr Primary School ",3171.292411,3140.00723,3052.235171,2978.242991,3066.84492,3465.236095,3498.929858
"","","","5322241 - New Welsh Medium Primary School at Graig ",3141.609884,3354.392884,3266.024271,3269.159203,3512.635379,3721.160577,3753.547198
"","","","5322242 - New Primary School at Pentrepoeth ",3589.051621,3384.936838,3592.721779,3467.599082,3391.061453,3660.716418,3894.082709
"","","","5322243 - Burlais Primary ",3493.370678,3579.483871,3703.281958,3665.161457,3754.826255,4227.624018,4432.463575
"","","","5322244 - Clydach Primary School ",3566.860465,3558.074021,3472.60407,3549.353039,3617.647059,4022.569781,4310.925555
"","","","5322245 - Ysgol Gymraeg y Cwm ",4771.990678,4304.231189,4175.500576,4038.496766,3942.857143,4103.986685,4329.762254
"","","","5322246 - Gorseinon Primary School ",3396.653915,3493.245768,3502.302423,3558.822868,3478.927203,3855.438596,3850.676897
"","","","5322247 - Brynhyfryd Primary School ",3010.699468,3192.691255,3262.691455,3170.948375,3364.066194,3643.399879,3798.553828
"","","","5323300 - St Josephs  Cathedral Junior School ",".",".",".",".",".",".","."
"","","","5323302 - St Joseph's Cathedral Infant School ",".",".",".",".",".",".","."
"","","","5323303 - St David's Catholic Primary School ",3240.47765,3369.90895,3474.097468,3732.673328,3609.271523,4324.658871,4699.379209
"","","","5323305 - St Illtyd's R.C. Primary School ",3060.144687,3319.45096,3257.97325,3360.359441,3428.571429,3812.762977,4016.357775
"","","","5323306 - Christchurch (C.I.W.) Voluntary Aided Primary School ",3355.621818,3487.94793,3521.299392,3562.033011,3652.777778,4037.529922,4317.059371
"","","","5323308 - St Josephs Catholic Primary School ",2935.3053,2953.51807,2948.826975,3060.748973,3145.539906,3591.258958,3844.11515
"","","","5323309 - St Josephs Cathedral Primary School ",2856.761609,2872.325358,2897.417722,2911.502789,3053.763441,3369.869829,3497.744151
"","","","5329997 - Y.G y Cwm ",".",".",".",".",".",".","."
"","","","5329998 - Gorseinon Primary ",".",".",".",".",".",".","."
"","","","5329999 - Clydach Primary ",".",".",".",".",".",".","."
"","","","5329991 - Unallocated resources - primary ",".",".",".",".",".",".","."
"","","Swansea - Middle ","5329996 - Unallocated resources - middle ",".",".",".",".",".",".","."
"","","Swansea - Secondary ","",4349.29077,4466.54751,4615.843625,4725.246709,5006.878926,5119.493232,5239.752543
"","","Swansea - Secondary ","5324031 - Cefn Hengoed Community School ",5020.337002,5020.977107,5078.148723,5120.72368,5090.107271,5422.351527,5506.35758
"","","","5324032 - Olchfa School ",3801.900823,3949.947824,4105.689428,4090.944998,4176.027794,4596.995611,4588.268712
"","","","5324033 - Morriston Comprehensive School ",4624.462414,4254.650614,5154.45425,5118.685605,5114.069069,5427.661625,5436.227866
"","","","5324043 - Pentrehafod School ",4598.37646,4782.143435,4825.53865,4900.330117,4970.404715,5320.5489,5481.243461
"","","","5324044 - Bishop Gore School ",4226.028122,4416.709383,4022.929507,4517.35831,4654.186508,5005.391455,5138.832763
"","","","5324062 - Penyrheol Comprehensive School ",4482.208734,4691.238443,4716.653315,4816.207872,4871.300786,5309.239137,5517.069702
"","","","5324063 - Gowerton School ",4312.345453,4411.714286,4489.881081,4610.417825,4661.264456,4881.802287,5101.385473
"","","","5324069 - Bishopston Comprehensive School ",4037.003889,4270.292227,4338.526811,4495.255709,4507.348061,4915.426932,5054.320452
"","","","5324072 - Pontarddulais Comprehensive School ",4362.653838,4583.85641,4651.353643,4684.525304,4710.735732,5170.923306,5300.122949
"","","","5324074 - Ysgol Gyfun Gwyr ",4149.511548,4224.563984,4417.959004,4393.790839,3849.444662,4672.107724,4802.741646
"","","","5324075 - Birchgrove Comprehensive School ",5048.335319,5463.282571,5950.309034,6370.755727,6817.599532,6923.847022,7149.495974
"","","","5324076 - Dylan Thomas Community School ",6073.025856,6325.716314,6563.947128,6687.665116,6646.287129,6777.735191,6915.671422
"","","","5324077 - Daniel James Community School ",".",".",".",".",".",".","."
"","","","5324078 - Ysgol Gyfun Bryn Tawe ",4395.835489,4568.824976,4715.503792,4652.433354,5286.72209,4946.293682,4969.774188
"","","","5324600 - Bishop Vaughan R.C. School ",3870.683656,3941.728216,4143.349687,4344.283868,4375.372385,4682.948272,4823.13528
"","","","5329992 - Unallocated resources - secondary ",".",".",".",".",".",".","."
"","","Swansea - Special ","",18643.92645,19526.795423,19600.567568,23336.286486,28642.857143,22926.375573,25137.471209
"","","Swansea - Special ","5327000 - Penybryn Senior Special School ",16346.456,17182.788274,17135.761538,20083.1,25259.84252,20428.451394,21659.512289
"","","","5327008 - Ysgol Crug Glas ",24193.371981,25062.258462,25426.472727,31025.636364,31818.181818,29738.896062,36127.1477
"","","","5329993 - Unallocated resources - special ",".",".",".",".",".",".","."
"","Neath Port Talbot ","","",4046.504637,4102.516923,4114.333734,4174.428819,4339.605904,4524.475042,4596.09782
"","Neath Port Talbot ","Neath Port Talbot - Nursery ","5349994 - Unallocated resources - nursery ",".",".",".",".",".",".","."
"","","Neath Port Talbot - Primary ","",3467.406908,3495.562838,3552.120819,3655.911047,3752.145811,3967.691169,4124.236846
"","","Neath Port Talbot - Primary ","5342100 - Alltwen Primary School ",3092.22717,3462.119138,3538.329134,3399.324502,3521.243504,3684.999298,3889.957658
"","","","5342101 - Blaendulais Primary School ",5162.283677,5096.220852,5139.222422,5231.252291,5524.66479,5876.656219,6466.285951
"","","","5342106 - Blaengwrach Primary School ",3594.473476,3603.65937,3614.923859,3485.321627,3520.385024,3745.990115,3694.923688
"","","","5342110 - Blaenhonddan Primary School ",3360.50597,3429.546723,3472.03761,3627.725047,3849.894604,3954.422986,4106.978679
"","","","5342111 - Abergwynfi Junior School ",".",".",".",".",".",".","."
"","","","5342113 - Brynhyfryd Primary School ",3456.014098,3795.0636,3833.619421,4015.920476,".",".","."
"","","","5342116 - Abergwynfi Infant School ",".",".",".",".",".",".","."
"","","","5342118 - Clun Primary School ",4660.916062,".",".",".",".",".","."
"","","","5342119 - Baglan Primary School ",2944.551657,3144.91019,3180.349529,3259.991675,3422.915462,3577.035733,3664.012706
"","","","5342121 - Coedffranc Junior School ",".",".",".",".",".",".","."
"","","","5342124 - Bryn Primary School ",5489.657741,".",".",".",".",".","."
"","","","5342125 - Ysgol G.G.D. Cwmgors ",5069.491242,".",".",".",".",".","."
"","","","5342126 - Coedffranc Infant School ",".",".",".",".",".",".","."
"","","","5342127 - Central Junior School ",2962.315699,".",".",".",".",".","."
"","","","5342128 - Ysgol GGD Cwmllynfell ",3764.616632,4039.855992,4233.589088,4024.221793,4090.64515,4448.378383,4649.483941
"","","","5342129 - Creunant Primary School ",3539.021922,3614.819019,3769.037097,3441.782733,3602.559296,3814.438331,3979.279448
"","","","5342130 - Central Infant School ",3475.548691,".",".",".",".",".","."
"","","","5342132 - Cwmafan Junior School ",".",".",".",".",".",".","."
"","","","5342134 - Crymlyn Primary School ",4952.766246,5011.157413,5112.552342,5014.240339,4641.726392,4465.515754,4385.566152
"","","","5342135 - Cwmafan Infant School ",".",".",".",".",".",".","."
"","","","5342137 - Cwmnedd Primary School ",3452.578659,3423.883085,3499.704182,3364.596876,3657.203978,3665.858003,3768.663676
"","","","5342138 - Cymer Afan Primary School ",4156.698787,4642.145063,4581.299237,4243.515568,4165.385765,4528.380194,4858.512795
"","","","5342139 - Ysgol GGD Glyn ",".",".",".",".",".",".","."
"","","","5342140 - Godre'rgraig Primary School ",3572.380961,3654.436104,3710.035887,3536.289025,3585.948253,3886.438092,4033.344322
"","","","5342141 - Duffryn Afan Primary School ",".",".",".",".",".",".","."
"","","","5342142 - Eastern Primary School ",3232.430041,3444.917866,3399.173824,3364.342207,3562.407243,4003.62683,4097.431814
"","","","5342144 - Gnoll Primary School ",3635.351083,3789.013988,3814.230251,3794.901702,4052.085726,4286.482627,4400.753959
"","","","5342145 - Glanymor Primary School ",".",".",".",".",".",".","."
"","","","5342148 - Glyncorrwg Primary School ",3967.849652,3741.674094,3830.577353,3887.662447,4044.716118,4299.135423,4520.434549
"","","","5342149 - YGGD Gwauncaegurwen ",3303.532588,3064.498764,3131.585744,3184.519193,3439.77127,3799.047345,3842.312465
"","","","5342150 - Catwg Primary School ",3858.820574,4119.057777,4265.619889,4314.066883,4403.065036,4533.288401,4747.620798
"","","","5342152 - Llansawel Primary School ",4230.76035,3904.821941,4137.381733,4745.33571,".",".","."
"","","","5342155 - Maesmarchog Primary  School ",5741.668972,6223.566313,6456.054321,6456.30998,6828.527653,6956.267354,6922.001706
"","","","5342156 - Pontrhydyfen Primary School ",4091.244593,".",".",".",".",".","."
"","","","5342158 - Ysgol GG Rhos-Afan ",2902.41594,2937.825542,3053.188791,3153.77138,3358.787884,3535.370317,3556.679134
"","","","5342160 - Melin Junior School ",3618.123548,3724.240198,".",".",".",".","."
"","","","5342161 - Sandfields Primary School ",3126.590422,3143.294745,3135.182042,3243.18826,3455.900598,3708.922696,3924.572152
"","","","5342165 - Tonmawr Primary School ",7039.232504,".",".",".",".",".","."
"","","","5342166 - Mynachlog Nedd Junior School ",3330.332623,".",".",".",".",".","."
"","","","5342168 - Ysgol G.G. Castell Nedd ",2895.703116,2979.972801,2913.88758,3033.001433,3105.147332,3277.017124,3367.047295
"","","","5342170 - Neath Abbey Infants ",3637.873751,".",".",".",".",".","."
"","","","5342171 - Tirmorfa Primary School ",".",".",".",".",".",".","."
"","","","5342173 - Croeserw Primary School ",4432.452229,4483.413628,4725.281259,4658.945635,4957.096126,5415.38822,5602.757023
"","","","5342175 - Tywyn Primary School ",4231.054648,4301.953728,4478.521936,4675.653545,4865.035058,5065.335533,5141.695198
"","","","5342178 - Llangiwg Primary School ",3672.488495,3533.899017,3565.966769,3588.068959,3972.408454,3965.129798,4080.921065
"","","","5342181 - Tonnau Primary ",3442.585233,3593.685935,3701.111214,3566.599966,3667.669884,3642.653729,3776.77429
"","","","5342182 - Traethmelyn Primary School ",3036.415642,3131.857311,".",".",".",".","."
"","","","5342187 - Ynysfach Primary School ",3304.410372,3206.60109,3410.372179,3377.071722,3433.249959,3436.8861,3939.336666
"","","","5342191 - Blaenbaglan Primary School ",3816.028727,3764.754178,3815.780453,3977.532127,4054.716668,4206.500092,4329.863724
"","","","5342193 - Ynysmaerdy Primary School ",3006.288594,3203.592843,3371.465566,3279.579828,".",".","."
"","","","5342196 - Crynallt Junior School ",".",".",".",".",".",".","."
"","","","5342198 - Ysgol G.G.D. Rhiwfawr ",".",".",".",".",".",".","."
"","","","5342200 - Rhos Primary School ",3527.03523,3317.125088,3600.067281,3623.614528,3752.118895,4046.832789,3974.118934
"","","","5342202 - Y.G.G.  Blaendulais ",3617.929787,3774.854724,4175.137428,4078.274681,3843.709809,4416.212305,4250.039614
"","","","5342203 - Rhydyfro Primary School ",3513.585642,3822.963537,3926.079921,3701.948567,3793.151169,4043.547386,3962.502712
"","","","5342204 - Groes Primary  School ",3425.289587,3349.539056,3430.243818,3532.784742,".",".","."
"","","","5342205 - Y.G.G. Cwmnedd ",3286.403216,3378.931892,3442.824402,3609.915833,3569.22597,3968.998176,4023.191088
"","","","5342206 - Tairgwaith Primary School ",4269.865706,4350.679332,4521.795037,4297.978116,4141.509645,4545.490769,4775.094842
"","","","5342207 - Crynallt Infant School ",".",".",".",".",".",".","."
"","","","5342208 - YGGD Trebannws ",4754.967206,4718.476545,4682.363699,4637.794497,4902.492209,5127.197588,5451.179343
"","","","5342213 - YGGD  Y Wern ",3538.774548,3334.016017,3502.992693,".",".",".","."
"","","","5342218 - Y.G.G.  Pontardawe ",2718.005886,2915.915092,3048.704362,3181.143281,3272.950504,3459.275814,3598.027616
"","","","5342221 - Waunceirch Primary School ",4236.840747,4606.657941,4360.215829,4470.783429,4705.365329,5229.192276,5553.991166
"","","","5342228 - Melin Infant School ",3665.248483,3936.852308,".",".",".",".","."
"","","","5342230 - Cilffriw Primary School ",3881.059899,3879.287761,3895.799601,3950.850843,4169.995893,4437.585348,4824.837826
"","","","5342231 - Y.G.G. Tyle'r Ynn ",2895.699031,3132.552574,3259.23925,3312.257619,3374.777057,3523.667968,3548.641269
"","","","5342232 - Coed Hirwaun Primary School ",3317.734005,3340.653706,3206.364236,3238.476842,3428.228423,3537.541638,3669.248021
"","","","5342233 - Coedffranc Primary School ",3024.714779,3037.481713,3173.223785,3882.813495,3772.294844,3934.227416,4142.209307
"","","","5342234 - Pen Afan Primary ",3807.235678,3792.910647,3770.580362,3524.417783,3679.158745,3845.773096,4263.95125
"","","","5342235 - Awel Y Môr Primary School ",3846.502976,3909.254506,3875.519745,4482.579217,4128.629119,4599.703221,4777.695331
"","","","5342236 - Crynallt Primary ",2819.094733,2851.330631,3025.576944,3562.391573,3676.142955,4018.786211,4318.929846
"","","","5342237 - Cwmafan Primary School ",3163.914176,2875.690145,2956.297067,3027.152326,3234.703223,3477.73427,3619.190773
"","","","5342238 - Central Primary School ",".",3045.386011,3189.722936,3314.252748,3271.69199,3450.666088,3656.454154
"","","","5342239 - Abbey Primary School ",".",3668.374935,3617.59442,3507.53357,3576.461166,3733.873825,3854.125398
"","","","5342240 - Melin Primary School ",".",".",3337.729198,3419.429575,3574.685579,3742.772932,4001.488307
"","","","5342241 - Ysgol Carreg Hir ",".",".",".",3106.391355,3414.592656,3539.142956,3537.87357
"","","","5343309 - St Josephs R.C.Primary School ",3298.28961,3316.73744,3419.500818,3578.169192,3657.430622,3918.773689,4100.77792
"","","","5343310 - St Joseph's Infant School ",3573.85263,3750.297163,3994.25294,4050.144842,4167.928601,4113.865891,4210.610619
"","","","5343311 - Bryncoch C.I.W. School ",3090.831956,3166.388809,3387.692128,3290.670082,3305.248175,3610.495614,3956.289522
"","","","5343313 - Alderman Davies C.I.W. School ",2845.008979,2926.283485,2766.977078,2914.170878,3110.495262,3255.061048,3463.842878
"","","","5343314 - St Therese's R.C. School ",3111.217497,3261.705565,3336.095561,3279.801763,3427.639062,3620.338692,3793.78291
"","","","5343316 - St Joseph's Junior School ",3288.063224,3351.339719,3363.263325,3511.663928,3613.995521,3768.172946,3891.673072
"","","","5349991 - Unallocated resources - primary ",".",".",".",".",".",".","."
"","","Neath Port Talbot - Middle ","",0,4734.471644,4441.255798,4299.069227,4569.075058,4709.639034,4653.194995
"","","Neath Port Talbot - Middle ","5349996 - Unallocated resources - middle ",".",".",".",".",".",".","."
"","","","5345500 - Ysgol Bae Baglan ",".",4734.471644,4775.570877,4744.411503,4997.69397,5149.782663,5360.057422
"","","","5345501 - Ysgol Newydd Gymunedol Gymraeg ",".",".",3762.908286,3881.865154,4226.952547,4445.909216,3976.968204
"","","","5345502 - Ysgol Cwm Brombil ",".",".",".",4124.070611,4433.16586,4504.163887,4612.231575
"","","Neath Port Talbot - Secondary ","",4480.285475,4497.184822,4405.934136,4420.96285,4641.112307,4672.459922,4619.71636
"","","Neath Port Talbot - Secondary ","5344047 - Cymer Afan Comprehensive School ",7156.242457,7156.22099,7111.372195,6821.717216,7781.178545,".","."
"","","","5344052 - Glan Afan Comprehensive School ",5316.959247,5519.729093,".",".",".",".","."
"","","","5344056 - Sandfields Comprehensive School ",5652.318656,5736.80665,".",".",".",".","."
"","","","5344059 - Dyffryn School ",4492.847196,4566.92509,4445.289106,4779.510558,".",".","."
"","","","5344060 - Ysgol Gyfun Ystalyfera ",3739.144111,3892.493475,3792.935731,".",".",".","."
"","","","5344064 - Cefn Saeson Comprehensive School ",4240.803566,4254.900196,4265.419514,4271.626438,4557.682574,4813.458681,5023.039782
"","","","5344065 - Cwmtawe Comprehensive School ",4211.441737,4217.37665,4302.946524,4320.593035,4562.294643,4811.547352,4950.627782
"","","","5344066 - Llangatwg Comprehensive School ",4354.237366,4399.474236,4335.087189,4341.88194,4605.562758,4873.94044,4884.529162
"","","","5344067 - Dwr-Y-Felin Comprehensive School ",4090.464421,4183.143646,4129.293852,4176.318598,4254.435965,4441.755434,4662.654852
"","","","5344068 - Cwrt Sart Comprehensive School ",5725.750283,6225.659051,".",".",".",".","."
"","","","5344601 - St Joseph's  Catholic School and 6th form Centre ",4140.184275,4089.650333,4201.311778,4044.791836,4115.664753,4465.757054,3516.717256
"","","","5349992 - Unallocated resources - secondary ",".",".",".",".",".",".","."
"","","Neath Port Talbot - Special ","",19381.852813,18457.183471,18872.354452,19560.533516,19065.47502,20521.050889,21016.486653
"","","Neath Port Talbot - Special ","5347005 - Ysgol Hendre Residential School ",".",".",".",".",".",".","."
"","","","5347006 - Ysgol Maes Y Coed ",22369.204989,22442.44106,22684.239837,23510.088619,24299.343973,24078.804363,24822.481008
"","","","5347007 - Velindre Community Special School ",".",".",".",".",".",".","."
"","","","5347008 - Ysgol Hendrefelin ",17277.260283,16200.194381,16559.502539,17019.736921,16053.390893,18423.642505,18718.560769
"","","","5349993 - Unallocated resources - special ",".",".",".",".",".",".","."
"","Bridgend ","","",4017.430308,4056.417335,4084.344942,4107.068063,4356.951177,4569.61314,4768.821391
"","Bridgend ","Bridgend - Nursery ","",0,0,0,0,0,0,0
"","","Bridgend - Nursery ","5361017 - Pontycymer ",".",".",".",".",".",".","."
"","","","5361019 - Caerau Nursery School ",".",".",".",".",".",".","."
"","","","5361022 - Sarn Nursery School ",".",".",".",".",".",".","."
"","","","5369994 - Unallocated resources - nursery ",".",".",".",".",".",".","."
"","","Bridgend - Primary ","",3314.282887,3319.133992,3309.390976,3332.05677,3507.7802,3639.033205,3822.121654
"","","Bridgend - Primary ","5362046 - Abercerdin Primary School ",3598.540057,3693.518562,3594.110855,3706.730769,3834.196891,4077.348066,4361.581921
"","","","5362048 - Aber Infants School ",".",".",".",".",".",".","."
"","","","5362051 - Betws Primary School ",3821.250154,3756.819309,3735.046522,3733.624454,3754.310345,4031.674208,4310
"","","","5362055 - Blaengarw Primary School ",3322.422907,3303.657621,3335.796474,3381.21547,3552.486188,3864.40678,4011.494253
"","","","5362086 - Brynmenyn Primary School ",3143.533233,3172.288975,3179.247123,3608.695652,3474.320242,3510.416667,3650.124069
"","","","5362090 - Bryntirion Infants School ",4681.371566,4483.562316,4758.986928,4931.034483,5272.727273,5409.722222,5882.352941
"","","","5362094 - Blaencaerau Junior School ",".",".",".",".",".",".","."
"","","","5362103 - Cefn Cribwr Primary School ",4403.544378,4434.823309,4484.749519,4608.187135,4616.666667,4801.075269,4905.555556
"","","","5362109 - Coity Primary School ",3228.020282,3193.521713,3017.747048,2959.90566,3033.259424,3163.090129,3260.042283
"","","","5362117 - Cwmfelin Primary School ",3144.26631,3164.211675,3070.605255,3077.272727,3147.465438,3351.598174,3514.285714
"","","","5362122 - Ffaldau Primary School ",3589.492294,3675.816683,3714.814578,3801.204819,3836.363636,4167.701863,4434.210526
"","","","5362126 - Fronwen Primary School ",".",".",".",".",".",".","."
"","","","5362129 - Garth  Primary School ",3521.811273,3501.12855,3623.924315,3654.255319,3743.718593,4010.050251,4157.360406
"","","","5362136 - Heolycyw Primary School ",".",".",".",".",".",".","."
"","","","5362141 - Litchard Junior School ",".",".",".",".",".",".","."
