"","","","","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 ","2020-21 ","2021-22 "
"","","","5162104 - Ysgol Llanfair Talhaiarn ",4888.212901,4782.088831,4805.941217,4841.744816,4659.437797,4957.306473,5156.32759
"","","","5162106 - Mochdre Infants C.P. School ",4510.162915,4577.893272,4059.705949,4311.783438,4365.323414,5024.229671,5423.044607
"","","","5162107 - Ysgol Gynradd Tal-Y-Bont ",7121.88618,7324.800274,7807.023717,7423.544086,6797.312699,".","."
"","","","5162108 - Ysgol T. Gwynn Jones ",3743.078468,3692.560053,3616.283188,3562.21791,3594.139574,3822.850994,4074.479066
"","","","5162109 - Ysgol Trefriw ",7992.252818,14062.962978,0,".",".",".","."
"","","","5162110 - Ysgol Maes Owen ",3917.995337,4090.222579,4253.314835,4086.612908,3978.990388,4131.512876,4195.553422
"","","","5162111 - Ysgol Glan Gele ",3496.614316,3540.982872,3652.503311,3609.023931,3549.827896,3754.633186,3885.976431
"","","","5162112 - Ysgol Glan Morfa ",3260.858693,3327.920969,3319.421809,3358.094319,3365.804323,3572.76402,3695.979303
"","","","5162114 - Ysgol Bod Alaw ",3420.988055,3432.582523,3535.634205,3519.470284,3308.72726,3473.709245,3591.401394
"","","","5162115 - Ysgol Pant-Y-Rhedyn ",3677.06831,3713.810941,3872.567059,3874.183618,3717.212275,3796.843693,3960.442891
"","","","5162117 - Ysgol Nant Y Coed ",3798.258914,3916.570367,0,".",".",".","."
"","","","5162118 - Ysgol Y Foryd ",3806.560797,3949.955205,3781.472357,3741.128126,3695.711596,3985.608148,4267.687227
"","","","5162119 - Ysgol Dinmael ",".",".",".",".",".",".","."
"","","","5162121 - Ysgol Craig Y Don ",3339.313195,3247.55852,3248.667217,3400.260992,3246.680035,3497.958316,3632.490904
"","","","5162123 - Ysgol Gynradd Cerrigydrudion ",4317.879312,4107.806781,4271.215932,4353.754116,4267.207763,4480.612223,4641.211191
"","","","5162129 - Ysgol Gynradd Rhydgaled ",".",".",".",".",".",".","."
"","","","5162131 - Llanefydd School ",4274.575287,4340.807225,4927.967333,5648.078525,7497.899208,10547.869455,13630.026955
"","","","5162132 - Ysgol Bro Aled Llansannan ",4664.076558,4912.913587,5071.563211,5021.477363,4292.280794,4598.474883,4407.936262
"","","","5162148 - Ysgol Bro Cernyw ",3966.587188,4015.338843,4121.054158,4072.203921,4225.424608,4357.851096,4510.25429
"","","","5162221 - St Elfod Junior School ",3989.964792,3674.816825,3339.563385,3185.502077,3150.99139,3287.468728,3595.99373
"","","","5162222 - Ysgol Capel Garmon ",9615.920839,9090.411761,10434.851613,10913.336179,11246.394042,12910.286794,10114.847673
"","","","5162225 - Ysgol Glan Conwy ",3747.092323,3674.902638,3640.017396,3744.913167,3821.988421,4017.804383,4172.451313
"","","","5162244 - Ysgol Pendorlan ",4512.181666,".",".",".",".",".","."
"","","","5162253 - Ysgol Tan Y Marian ",7623.110815,".",".",".",".",".","."
"","","","5162262 - Llangwm C.P. School ",".",".",".",".",".",".","."
"","","","5162264 - Ysgol Gynradd Cynfran ",3760.904308,3835.94963,3751.800502,3805.174795,3741.268737,4026.938485,4227.596702
"","","","5162267 - Old Colwyn Junior C.P. School ",3570.306369,3576.540067,3597.347657,3442.899316,3393.547247,3565.257171,3709.095879
"","","","5162268 - Penmaenrhos Infants School ",7249.950199,".",".",".",".",".","."
"","","","5162269 - Ysgol Cystennin ",4978.254745,4917.829807,4579.571766,4431.964539,4250.10917,4453.733923,4574.271685
"","","","5162270 - Ysgol Gynradd Pentrefoelas ",9470.316802,7744.492803,7714.669428,7230.49953,6451.775173,6862.560805,5838.61161
"","","","5162271 - Ysgol Bro Gwydir ",3898.830174,3907.481148,3826.034807,3834.507638,3690.193047,3921.586226,4079.519835
"","","","5162272 - Ysgol Nant Y Groes ",".",4458.103084,4456.456672,4474.105054,4353.262194,4681.525034,4784.292176
"","","","5162273 - Ysgol Swn Y Don ",".",6312.290078,5487.807865,6149.598583,6381.433151,6725.42982,6822.527956
"","","","5162274 - Ysgol Awel y Mynydd ",".",".",3823.857993,4195.436816,4009.157756,4120.888113,4269.51545
"","","","5162275 - Ysgol Dyffryn yr Enfys ",".",".",".",".",4459.243166,4315.427734,4542.95178
"","","","5163020 - Ysgol Babanod Llanfairfechan ",3894.236612,3921.341572,3853.117231,3936.299706,3889.810651,4161.410125,4483.03184
"","","","5163021 - Ysgol Llangelynnin ",4088.044208,4046.921237,4363.663757,4104.557248,4128.770403,4179.069932,4186.512136
"","","","5163024 - Ysgol Pencae ",4305.88445,4357.724976,4405.794776,4637.412693,4643.755255,5141.028502,5250.445569
"","","","5163032 - Ysgol Ysbyty Ifan ",7050.394367,7662.74457,9205.663622,9188.954249,11496.499587,11081.364295,14142.22883
"","","","5163038 - St George Controlled Primary School ",4297.159539,3965.516167,4494.338006,4264.481205,4077.96091,4451.762334,4530.528129
"","","","5163039 - Ysgol Llanddoged ",5443.469547,6515.014863,5428.285957,5237.5059,5562.469799,6439.10276,6478.10469
"","","","5163040 - Ysgol Eglwysbach ",4150.442687,4153.639114,4311.216104,4432.113493,4182.100159,4402.80737,4547.568271
"","","","5163043 - Ysgol Porth y Felin ",3910.645145,3913.740364,3899.250764,3857.261247,3799.020711,3887.776664,4009.344554
"","","","5163059 - Ysgol Llanddulas Controlled ",3658.616132,3669.874278,3698.015877,3751.996487,3662.875157,3824.573879,4028.748313
"","","","5163062 - Betws Yn Rhos Primary School ",4622.152748,4580.885078,4623.6214,4378.478256,4174.977924,4265.405041,4457.679825
"","","","5163302 - Ysgol Bodafon ",3876.801794,3917.371726,3920.212034,3919.120013,3876.257481,4125.52123,4187.960262
"","","","5163303 - Blessed William Davies School ",3997.653779,3926.470214,3970.157542,4103.79034,3966.205471,4262.2144,4166.371673
"","","","5163307 - Ysgol San Sior ",3445.766563,3384.876735,3385.379847,3410.962628,3345.711804,3421.783642,3532.51723
"","","","5163333 - St Joseph's R.C. Primary School ",3444.042368,3280.732183,3272.92186,3345.906475,3355.817729,3530.31215,3755.87537
"","","","5163340 - Ysgol Y Plas ",4471.995938,4231.171576,3796.8285,4015.81682,3928.680138,4094.356766,4399.461734
"","","","5165201 - Ysgol Pen Y Bryn ",3227.249467,3224.916271,3248.567697,3252.24646,3146.816183,3229.404838,3327.946405
"","","","5169991 - Unallocated resources - primary ",".",".",".",".",".",".","."
"","","","5165500 - Establish new WM primary school on Dolgarrog site ",".",".",0,".",".",".","."
"","","Conwy - Middle ","5169996 - Unallocated resources - middle ",".",".",".",".",".",".","."
"","","Conwy - Secondary ","",4864.269723,4989.802608,4999.586763,4983.251708,5022.69351,5271.024929,5505.320841
"","","Conwy - Secondary ","5164022 - Ysgol John Bright ",4819.816963,4987.386498,4940.242477,4860.466404,4836.264912,5146.907627,5137.319823
"","","","5164023 - Ysgol Aberconwy ",5425.811707,5430.833597,5480.001789,5419.024155,5495.553421,5717.850612,6238.567767
"","","","5164035 - Ysgol Dyffryn Conwy ",5511.374941,5614.166424,5643.975716,5613.013476,5610.102249,5941.504709,5847.041302
"","","","5164038 - Ysgol Y Creuddyn ",4971.290008,5079.794269,5020.995268,5154.558206,5219.921705,5412.279631,5876.919521
"","","","5165400 - Ysgol Emrys Ap Iwan ",4654.148707,4893.018205,5047.531576,5012.96261,5000.807824,5253.07315,5375.343935
"","","","5165402 - Eirias High School ",4417.794673,4549.799207,4573.858807,4571.123121,4559.701248,4865.863106,4975.983883
"","","","5165403 - Ysgol Bryn Elian ",4845.822737,4834.641224,4759.338379,4786.248804,4777.977297,5061.392849,5352.006993
"","","","5169992 - Unallocated resources - secondary ",".",".",".",".",".",".","."
"","","Conwy - Special ","",18914.999176,19109.889389,18855,18689.584389,18844.183509,19202.995918,20630.570506
"","","Conwy - Special ","5167001 - Canolfan Addysgol Y Gogarth ",".",".",".",".",".",".","."
"","","","5167006 - Ysgol-Y-Graig ",".",".",".",".",".",".","."
"","","","5167007 - Ysgol Y Gogarth / Y Graig ",18904.188365,19099.889389,18845,18680.888737,18748.323191,19194.832653,20518.422836
"","","","5169993 - Unallocated resources - special ",".",".",".",".",".",".","."
"","Denbighshire ","","",4605.845576,4654.748798,4798.538926,4832.298718,4927.060175,5140.636697,5252.214371
"","Denbighshire ","Denbighshire - Nursery ","5189994 - Unallocated resources - nursery ",".",".",".",".",".",".","."
"","","Denbighshire - Primary ","",3987.606568,4015.315356,4075.862009,4000.86875,4082.893722,4253.795186,4395.202059
"","","Denbighshire - Primary ","5182011 - Ysgol Hiraddug ",3590.249336,3582.697559,3627.033659,3745.956591,3919.601587,4098.113473,4224.261159
"","","","5182034 - Bodnant Infants School ",".",".",".",".",".",".","."
"","","","5182037 - Ysgol Y Castell ",3671.12848,3862.500427,3904.76007,3933.705171,3867.557944,4075.333623,4257.23245
"","","","5182038 - Christchurch C.P. School ",3886.439451,3963.981297,4208.939997,4173.843317,4124.039616,4424.50146,4640.672906
"","","","5182039 - Ysgol Llywelyn ",3226.264991,3306.813981,3345.51863,3345.305996,3461.001384,3594.294022,3647.982414
"","","","5182057 - Ysgol Y Faenol ",3835.559641,3825.610443,4025.985043,4158.849896,4335.739659,4554.125359,4660.398576
"","","","5182059 - Ysgol Penmorfa ",3440.700958,3433.08893,3471.513293,3506.713568,3729.233889,3819.086538,3991.672546
"","","","5182060 - Ysgol Emmanuel ",3833.286773,3814.713362,3926.821692,4092.706664,4010.540363,4223.37114,4361.294854
"","","","5182066 - Ysgol Dewi Sant ",3283.009259,3273.443454,3367.200584,3470.050465,3620.266129,3811.383034,3937.604221
"","","","5182067 - Ysgol Melyd ",5161.591717,4197.707099,4473.370579,4363.836351,4389.850752,4764.744986,4652.722631
"","","","5182070 - Bodfari C.P. School ",4658.326632,5658.388075,6558.460159,6351.223694,8607.475027,8404.092715,11683.743726
"","","","5182072 - Bryn Hedydd C.P. School ",3085.734837,3110.449954,3171.71413,3184.177558,3252.381872,3469.000639,3510.515763
"","","","5182079 - Bodnant Junior School ",".",".",".",".",".",".","."
"","","","5182098 - Ysgol Esgob Morgan ",3639.791905,".",".",".",".",".","."
"","","","5182124 - Ysgol Cefn Meiriadog ",4863.569095,4890.673448,4781.346994,4447.177638,5091.018396,5406.321705,6395.665501
"","","","5182125 - Ysgol Frongoch ",2932.703962,3066.279115,3191.238429,3315.583736,3346.479941,3577.071351,3691.226527
"","","","5182127 - Ysgol Gynradd Henllan ",5205.995784,5443.855942,5147.740279,5840.271156,5476.800302,5510.162406,5673.504257
"","","","5182133 - Gwaenynog Infants C.P. School ",".",".",".",".",".",".","."
"","","","5182134 - Twm O'r Nant ",3554.307229,3513.622708,3549.139743,3672.587759,3761.949195,3954.178335,4022.696425
"","","","5182135 - Ysgol Bryn Clwyd ",8859.768688,8267.117311,7823.322941,8568.099135,8893.763375,8341.222754,7488.762311
"","","","5182136 - Ysgol Y Parc Infants ",3997.648545,3955.503292,3996.734937,3942.405222,4110.116052,4314.649851,4388.570403
"","","","5182163 - Clocaenog C.P. School ",".",".",".",".",".",".","."
"","","","5182164 - Gellifor C.P. School ",3983.041022,4288.975028,4246.565618,5210.932012,5990.984028,5852.79484,6813.387568
"","","","5182165 - Ysgol Bro Famau - Graianrhyd Unit ",".",".",".",".",".",".","."
"","","","5182166 - Ysgol Cyffylliog ",".",".",".",".",".",".","."
"","","","5182167 - Ysgol Bro Famau - Llanarmon Unit ",".",".",".",".",".",".","."
"","","","5182168 - Ysgol Gynradd Pentrecelyn ",5194.619771,5128.385511,5413.911625,5258.972629,6067.009293,7051.178751,8288.019173
"","","","5182169 - Rhewl C.P. School ",5511.511048,4851.413844,6778.826494,8101.950845,".",".","."
"","","","5182214 - Betws Gwerfil Goch School ",6663.08737,6300.209469,6633.077223,6344.563964,6043.19015,6142.222442,7490.757108
"","","","5182215 - Ysgol Gynradd Carrog ",6215.172056,5955.273059,5186.429945,4888.261204,5238.774188,5523.132777,5940.633327
"","","","5182216 - Ysgol Caer Drewyn ",4800.336427,4877.270049,4663.507149,4545.020234,4324.136241,4613.996331,4962.573088
"","","","5182218 - Glyndyfrdwy Community School ",".",".",".",".",".",".","."
"","","","5182219 - Ysgol Bro Elwern ",5605.045501,5629.217475,5460.39355,5302.821778,5671.10626,5628.856496,6007.670813
"","","","5182220 - Llandrillo C.P. School ",".",".",".",".",".",".","."
"","","","5182227 - Ysgol Y Llys ",3536.445617,3466.290324,3488.069689,3613.222366,3617.889042,3793.938718,3848.425478
"","","","5182228 - Ysgol Bro Famau - Llanferres Unit ",".",".",".",".",".",".","."
"","","","5182234 - Ysgol Bryn Collen Llangollen ",3850.299773,3729.249741,3735.064895,3811.385786,3994.314982,4152.399499,4223.318856
"","","","5182236 - Heulfre Junior School ",".",".",".",".",".",".","."
"","","","5182239 - Ysgol Maes Hyfryd ",".",".",".",".",".",".","."
"","","","5182255 - Rhos Street C.P. School ",3470.791186,3482.587542,3531.66609,3743.597857,4062.906789,4212.092183,4200.709119
"","","","5182256 - Ysgol Pen Barras ",3436.518192,3651.932052,3705.742589,3889.727223,3927.321974,4016.072065,4066.467738
"","","","5182261 - Ysgol Bro Cinmeirch ",4797.703077,4657.838244,4776.016666,4916.259896,4720.150385,4933.204777,4961.62887
"","","","5182262 - Ysgol Bro Fammau ",4847.307039,5110.9033,5471.646189,5543.169579,5879.27832,6022.477557,6757.137877
"","","","5182263 - Ysgol Gymraeg Y Gwernant Welsh Medium Primary ",4399.747533,4281.030417,4238.243358,4333.611015,4393.03912,4562.600028,4630.153061
"","","","5182264 - Ysgol Clawdd Offa ",3315.348736,3423.215787,3409.795629,3497.178455,3752.673313,3718.287584,3865.287929
"","","","5182265 - Bodnant Community School ",3401.672006,3413.226194,3426.553977,3508.802359,3512.69274,3744.920042,3882.106508
"","","","5182266 - Ysgol Pendref ",4437.05736,5103.50966,5482.694924,5318.591707,5480.938715,6226.766496,6463.226981
"","","","5182267 - Ysgol Bro Dyfrdwy ",4184.530293,4330.763396,4378.138785,4648.994047,4505.934572,4681.71906,4678.063798
"","","","5182268 - Ysgol Carreg Emlyn ",6187.577533,5963.756675,5941.427257,5914.374371,5453.08484,5501.106829,5494.581137
"","","","5183020 - Ysgol Tremeirchion ",5188.509492,5054.216351,5073.909689,5061.750979,4835.520895,5394.885825,5628.508333
"","","","5183024 - St Asaph V.P. Infants ",4318.07188,5065.361654,4687.491352,4723.165832,4973.295444,5416.696171,5564.361394
"","","","5183034 - Llantysilio C.I.W. Controlled School ",".",".",".",".",".",".","."
"","","","5183044 - Ysgol Reoledig Llanbedr ",7724.670698,6472.558169,5823.590928,4987.452902,5677.052102,5258.622012,4949.088897
"","","","5183045 - Ysgol Reoledig Llanfair D.C. ",3999.655763,4113.145938,4143.964898,4275.664329,4603.789083,4708.188879,4740.968148
"","","","5183050 - Borthyn V.C. Primary School ",4250.687133,4729.59164,4519.699843,4529.707429,4790.108551,5092.727561,5407.454041
"","","","5183051 - Ysgol Trefnant ",".",".",".",".",".",".","."
"","","","5183057 - Ysgol Reoledig Pantpastynog ",5382.466304,5119.387431,4978.194493,4970.902003,4533.104832,4761.393832,5199.359056
"","","","5183061 - Ysgol Dyffryn Ial ",5543.030752,5585.036285,5508.62071,5397.696858,5401.104379,5797.290322,6070.7393
"","","","5183062 - Ysgol Esgob Morgan C.I.W. Voluntary Controlled Primary School ",".",3739.960103,3749.742292,4076.458627,4063.434664,4148.113942,4294.218936
"","","","5183313 - St Winefrides R.C. School ",".",".",".",".",".",".","."
"","","","5183315 - Ysgol Mair R.C. School ",3454.967948,3400.764243,3512.630323,3548.415261,3751.652424,".","."
"","","","5183316 - Ysgol Trefnant ",4715.473346,4324.280803,4421.411143,4445.268497,4596.07232,5129.579124,4948.747778
"","","","5185999 - St Brigid's School ",".",".",".",".",".",".","."
"","","","5189991 - Unallocated resources - primary ",".",".",".",".",".",".","."
"","","","5185500 - Establish a new dual stream VC CIW primary school ",".",".",0,".",".",".","."
"","","Denbighshire - Middle ","",4446.224688,4342.518084,4590.125253,4828.32766,4916.232151,5083.101514,5177.666858
"","","Denbighshire - Middle ","5185901 - St Brigid's School ",4435.015353,4332.02346,4590.125253,4828.32766,4952.802561,5250.911765,5273.624064
"","","","5185902 - Establish new EM VA 3-16 Middle school on existing sites ",".",".",".",".",4862.290437,4959.642968,5116.21112
"","","","5189996 - Unallocated resources - middle ",".",".",".",".",".",".","."
"","","Denbighshire - Secondary ","",4788.53661,4875.604812,5121.81219,5287.725265,5361.940431,5586.05685,5633.979137
"","","Denbighshire - Secondary ","5184003 - Rhyl High School ",5156.684543,5324.537533,5252.219528,5253.407891,5208.227875,5464.506981,5574.059362
"","","","5184014 - Prestatyn High School ",4179.922859,4188.772066,4504.56507,4651.994143,4916.24367,5102.171851,5208.031276
"","","","5184020 - Ysgol Uwchradd Glan Clwyd ",4631.118479,4691.93718,5033.531383,5202.669269,5330.55452,5665.883496,5748.875911
"","","","5184026 - Denbigh High School ",5110.475166,5200.774208,5616.771465,5866.625386,5953.038016,6427.08034,6440.601884
"","","","5184027 - Ysgol Dinas Bran ",4974.910164,5019.154499,5169.776048,5323.839393,5351.876513,5636.803601,5582.272898
"","","","5184031 - Ysgol Brynhyfryd ",4910.951832,5023.469982,5237.129922,5396.741789,5488.461582,5864.552148,5849.214809
"","","","5184601 - Blessed Edward Jones R.C. School ",5199.126679,5516.016515,5847.52962,6135.971627,6374.499248,".","."
"","","","5185900 - St Brigid's Secondary ",".",".",".",".",".",".","."
"","","","5189992 - Unallocated resources - secondary ",".",".",".",".",".",".","."
"","","Denbighshire - Special ","",20024.046106,20966.033556,20594.104208,19470.309035,19640.985455,20294.655508,20797.998338
"","","Denbighshire - Special ","5187000 - Ysgol Tir Morfa ",16213.811549,16928.989365,17427.171943,16470.642646,16102.955104,16782.316966,17627.953453
"","","","5187010 - Ysgol Plas Brondyffryn ",23769.944632,25036.244687,23585.073532,22305.971797,23325.09948,23908.800963,23956.557553
"","","","5189993 - Unallocated resources - special ",".",".",".",".",".",".","."
"","Flintshire ","","",3896.555007,3985.006078,4022.91559,4100.745674,4159.804293,4417.843553,4609.350027
"","Flintshire ","Flintshire - Nursery ","",0,0,0,0,0,0,0
"","","Flintshire - Nursery ","5201003 - The Croft Nursery School ",".",".",".",".",".",".","."
"","","","5209994 - Unallocated resources - nursery ",".",".",".",".",".",".","."
"","","Flintshire - Primary ","",3432.349962,3523.929177,3519.848787,3580.278211,3667.867403,3892.21342,4078.565262
"","","Flintshire - Primary ","5202002 - Ysgol Glan Aber C.P. ",3370.337153,3511.782977,3586.639096,3454.582691,3675.100911,4168.701896,4152.173913
"","","","5202003 - Merllyn C.P. School ",3422.039871,3741.203866,3682.840998,3771.052646,3814.010682,3995.477975,4326.241135
"","","","5202004 - Westwood Community Primary School ",3574.422904,3839.073119,3729.869756,3682.238017,3759.833883,3951.156511,4027.272727
"","","","5202008 - Custom House Lane C.P. ",".",".",".",".",".",".","."
"","","","5202009 - Dee Road Infants School ",".",".",".",".",".",".","."
"","","","5202012 - Ewloe Green C.P. School ",2956.057242,3062.506517,3136.856834,3169.739333,3253.215456,3508.274095,3574.525745
"","","","5202013 - Ysgol Bryn Garth ",3726.878347,4085.035355,4155.524414,4120.1118,4411.708675,4756.71833,5025.316456
"","","","5202015 - Gwynedd C.P. School ",3081.157967,3225.03506,3092.585384,3175.939645,3292.412847,3565.151487,3674.897119
"","","","5202017 - Ysgol Maes Edwin ",3953.892512,4853.708086,".",".",".",".","."
